id,v,Longitude,Latitude,rIn,EeVVib,EeVRot,DeltaEintDiss,OriginalLevel
3252,9,-1.360000e+02,-6.998213e+00,2.086692e+00,1.634816e+00,2.778409e+00,-1.507597e+00,3252
3253,29,-6.000000e+00,-6.996039e+00,1.811487e+00,4.408528e+00,4.914700e-03,-6.997487e-01,3253
3254,28,-3.000000e+01,-6.994910e+00,1.821276e+00,4.302718e+00,1.108374e-01,-7.120374e-01,3254
3255,18,-1.000000e+02,-6.987873e+00,1.937228e+00,3.035850e+00,1.378410e+00,-1.086678e+00,3255
3256,21,-8.500000e+01,-6.980004e+00,1.898530e+00,3.451147e+00,9.638993e-01,-9.584293e-01,3256
3257,29,-7.000000e+00,-6.979663e+00,1.811577e+00,4.408528e+00,6.552300e-03,-6.981867e-01,3257
3258,16,-1.090000e+02,-6.975895e+00,1.965555e+00,2.744207e+00,1.671250e+00,-1.174870e+00,3258
3259,24,-6.700000e+01,-6.973282e+00,1.863478e+00,3.837858e+00,5.778604e-01,-8.384098e-01,3259
3260,29,-8.000000e+00,-6.960953e+00,1.811680e+00,4.408528e+00,8.423300e-03,-6.964129e-01,3260
3261,25,-6.000000e+01,-6.955889e+00,1.852580e+00,3.959854e+00,4.576032e-01,-7.996801e-01,3261
3262,26,-5.200000e+01,-6.954926e+00,1.841918e+00,4.078133e+00,3.394206e-01,-7.635641e-01,3262
3263,29,-9.000000e+00,-6.939910e+00,1.811796e+00,4.408528e+00,1.052760e-02,-6.944299e-01,3263
3264,7,-1.430000e+02,-6.938193e+00,2.131626e+00,1.292494e+00,3.126733e+00,-1.603505e+00,3264
3265,11,-1.290000e+02,-6.930359e+00,2.047897e+00,1.965758e+00,2.454252e+00,-1.405778e+00,3265
3266,28,-3.100000e+01,-6.921575e+00,1.821676e+00,4.302718e+00,1.181709e-01,-7.059088e-01,3266
3267,29,-1.000000e+01,-6.916536e+00,1.811924e+00,4.408528e+00,1.286500e-02,-6.922406e-01,3267
3268,27,-4.300000e+01,-6.912933e+00,1.831786e+00,4.192497e+00,2.292559e-01,-7.268954e-01,3268
3269,29,-1.100000e+01,-6.890835e+00,1.812066e+00,4.408528e+00,1.543510e-02,-6.898476e-01,3269
3270,23,-7.400000e+01,-6.875305e+00,1.875333e+00,3.712313e+00,7.132028e-01,-8.708113e-01,3270
3271,2,-1.590000e+02,-6.872527e+00,2.290749e+00,3.848158e-01,4.040978e+00,-1.856918e+00,3271
3272,17,-1.050000e+02,-6.869008e+00,1.951729e+00,2.891467e+00,1.534679e+00,-1.123225e+00,3272
3273,1,-1.620000e+02,-6.864731e+00,2.342581e+00,1.940088e-01,4.232564e+00,-1.909252e+00,3273
3274,29,-1.200000e+01,-6.862804e+00,1.812220e+00,4.408528e+00,1.823820e-02,-6.872527e-01,3274
3275,22,-8.000000e+01,-6.861732e+00,1.887095e+00,3.583367e+00,8.435061e-01,-9.098667e-01,3275
3276,3,-1.560000e+02,-6.854464e+00,2.249830e+00,5.724673e-01,3.855133e+00,-1.803407e+00,3276
3277,28,-3.200000e+01,-6.845947e+00,1.822090e+00,4.302718e+00,1.257337e-01,-6.996233e-01,3277
3278,29,-1.300000e+01,-6.832453e+00,1.812388e+00,4.408528e+00,2.127330e-02,-6.844595e-01,3278
3279,0,-1.650000e+02,-6.830379e+00,2.420766e+00,0.000000e+00,4.430008e+00,-1.960362e+00,3279
3280,26,-5.300000e+01,-6.826912e+00,1.842610e+00,4.078133e+00,3.522220e-01,-7.549027e-01,3280
3281,4,-1.530000e+02,-6.811249e+00,2.215336e+00,7.570117e-01,3.674910e+00,-1.748768e+00,3281
3282,20,-9.100000e+01,-6.809511e+00,1.911915e+00,3.315761e+00,1.116335e+00,-9.892141e-01,3282
3283,27,-4.400000e+01,-6.807815e+00,1.832358e+00,4.192497e+00,2.397677e-01,-7.195398e-01,3283
3284,25,-6.100000e+01,-6.807075e+00,1.853383e+00,3.959854e+00,4.724846e-01,-7.897686e-01,3284
3285,24,-6.800000e+01,-6.805766e+00,1.864378e+00,3.837858e+00,5.946120e-01,-8.273653e-01,3285
3286,29,-1.400000e+01,-6.799780e+00,1.812568e+00,4.408528e+00,2.454060e-02,-6.814700e-01,3286
3287,19,-9.600000e+01,-6.798027e+00,1.924881e+00,3.177302e+00,1.255942e+00,-1.031119e+00,3287
3288,10,-1.330000e+02,-6.797736e+00,2.067655e+00,1.801695e+00,2.631577e+00,-1.445992e+00,3288
3289,8,-1.400000e+02,-6.790637e+00,2.109380e+00,1.465094e+00,2.968889e+00,-1.544218e+00,3289
3290,28,-3.300000e+01,-6.768035e+00,1.822517e+00,4.302718e+00,1.335249e-01,-6.931837e-01,3290
3291,29,-1.500000e+01,-6.764791e+00,1.812761e+00,4.408528e+00,2.803950e-02,-6.782870e-01,3291
3292,14,-1.180000e+02,-6.762576e+00,1.997334e+00,2.441203e+00,1.995586e+00,-1.253053e+00,3292
3293,21,-8.600000e+01,-6.762465e+00,1.899695e+00,3.451147e+00,9.856532e-01,-9.443615e-01,3293
3294,15,-1.140000e+02,-6.743904e+00,1.981800e+00,2.594109e+00,1.844547e+00,-1.205683e+00,3294
3295,5,-1.500000e+02,-6.743594e+00,2.185214e+00,9.384983e-01,3.500189e+00,-1.693053e+00,3295
3296,13,-1.220000e+02,-6.741776e+00,2.013792e+00,2.285505e+00,2.153363e+00,-1.298553e+00,3296
3297,29,-1.600000e+01,-6.727487e+00,1.812967e+00,4.408528e+00,3.176990e-02,-6.749126e-01,3297
3298,18,-1.010000e+02,-6.726285e+00,1.938633e+00,3.035850e+00,1.404568e+00,-1.069963e+00,3298
3299,27,-4.500000e+01,-6.700453e+00,1.832944e+00,4.192497e+00,2.505039e-01,-7.120834e-01,3299
3300,26,-5.400000e+01,-6.696684e+00,1.843318e+00,4.078133e+00,3.652448e-01,-7.461235e-01,3300
3301,23,-7.500000e+01,-6.689035e+00,1.876335e+00,3.712313e+00,7.318298e-01,-8.586454e-01,3301
3302,29,-1.700000e+01,-6.687876e+00,1.813187e+00,4.408528e+00,3.573100e-02,-6.713501e-01,3302
3303,28,-3.400000e+01,-6.687848e+00,1.822957e+00,4.302718e+00,1.415436e-01,-6.865939e-01,3303
3304,16,-1.100000e+02,-6.686888e+00,1.967117e+00,2.744207e+00,1.700151e+00,-1.156520e+00,3304
3305,12,-1.260000e+02,-6.680436e+00,2.031266e+00,2.127024e+00,2.317978e+00,-1.342110e+00,3305
3306,22,-8.100000e+01,-6.658803e+00,1.888185e+00,3.583367e+00,8.637990e-01,-8.966964e-01,3306
3307,25,-6.200000e+01,-6.656076e+00,1.854200e+00,3.959854e+00,4.875845e-01,-7.797426e-01,3307
3308,6,-1.470000e+02,-6.652229e+00,2.158323e+00,1.116977e+00,3.330847e+00,-1.636315e+00,3308
3309,29,-1.800000e+01,-6.645957e+00,1.813419e+00,4.408528e+00,3.992290e-02,-6.676015e-01,3309
3310,24,-6.900000e+01,-6.636095e+00,1.865294e+00,3.837858e+00,6.115791e-01,-8.162113e-01,3310
3311,9,-1.370000e+02,-6.621695e+00,2.088826e+00,1.634816e+00,2.816061e+00,-1.484078e+00,3311
3312,28,-3.500000e+01,-6.605390e+00,1.823411e+00,4.302718e+00,1.497894e-01,-6.798567e-01,3312
3313,29,-1.900000e+01,-6.601735e+00,1.813664e+00,4.408528e+00,4.434510e-02,-6.636691e-01,3313
3314,17,-1.060000e+02,-6.592723e+00,1.953221e+00,2.891467e+00,1.562307e+00,-1.105649e+00,3314
3315,27,-4.600000e+01,-6.590854e+00,1.833544e+00,4.192497e+00,2.614638e-01,-7.045189e-01,3315
3316,11,-1.300000e+02,-6.577555e+00,2.049862e+00,1.965758e+00,2.489533e+00,-1.383662e+00,3316
3317,20,-9.200000e+01,-6.575259e+00,1.913175e+00,3.315761e+00,1.139760e+00,-9.741654e-01,3317
3318,26,-5.500000e+01,-6.564252e+00,1.844039e+00,4.078133e+00,3.784880e-01,-7.372273e-01,3318
3319,29,-2.000000e+01,-6.555215e+00,1.813922e+00,4.408528e+00,4.899710e-02,-6.595559e-01,3319
3320,19,-9.700000e+01,-6.549111e+00,1.926220e+00,3.177302e+00,1.280833e+00,-1.015193e+00,3320
3321,21,-8.700000e+01,-6.542850e+00,1.900877e+00,3.451147e+00,1.007615e+00,-9.301999e-01,3321
3322,7,-1.440000e+02,-6.537895e+00,2.133951e+00,1.292494e+00,3.166763e+00,-1.578608e+00,3322
3323,28,-3.600000e+01,-6.520670e+00,1.823879e+00,4.302718e+00,1.582614e-01,-6.729765e-01,3323
3324,29,-2.100000e+01,-6.506406e+00,1.814194e+00,4.408528e+00,5.387800e-02,-6.552649e-01,3324
3325,25,-6.300000e+01,-6.502906e+00,1.855032e+00,3.959854e+00,5.029015e-01,-7.696044e-01,3325
3326,23,-7.600000e+01,-6.500648e+00,1.877352e+00,3.712313e+00,7.506685e-01,-8.463766e-01,3326
3327,27,-4.700000e+01,-6.479028e+00,1.834158e+00,4.192497e+00,2.726464e-01,-6.968428e-01,3327
3328,24,-7.000000e+01,-6.464282e+00,1.866224e+00,3.837858e+00,6.287604e-01,-8.049504e-01,3328
3329,18,-1.020000e+02,-6.462699e+00,1.940056e+00,3.035850e+00,1.430927e+00,-1.053169e+00,3329
3330,29,-2.200000e+01,-6.455305e+00,1.814478e+00,4.408528e+00,5.898810e-02,-6.507976e-01,3330
3331,22,-8.200000e+01,-6.453784e+00,1.889290e+00,3.583367e+00,8.843009e-01,-8.834289e-01,3331
3332,14,-1.190000e+02,-6.446157e+00,1.999066e+00,2.441203e+00,2.027228e+00,-1.233110e+00,3332
3333,15,-1.150000e+02,-6.440219e+00,1.983455e+00,2.594109e+00,1.874915e+00,-1.186497e+00,3333
3334,28,-3.700000e+01,-6.433700e+00,1.824360e+00,4.302718e+00,1.669584e-01,-6.659588e-01,3334
3335,10,-1.340000e+02,-6.432178e+00,2.069714e+00,1.801695e+00,2.668133e+00,-1.423149e+00,3335
3336,26,-5.600000e+01,-6.429626e+00,1.844774e+00,4.078133e+00,3.919506e-01,-7.282151e-01,3336
3337,2,-1.600000e+02,-6.414747e+00,2.293688e+00,3.848158e-01,4.086756e+00,-1.828687e+00,3337
3338,13,-1.230000e+02,-6.412616e+00,2.015605e+00,2.285505e+00,2.186279e+00,-1.277860e+00,3338
3339,3,-1.570000e+02,-6.407963e+00,2.252620e+00,5.724673e-01,3.899783e+00,-1.775837e+00,3339
3340,29,-2.300000e+01,-6.401925e+00,1.814776e+00,4.408528e+00,6.432610e-02,-6.461573e-01,3340
3341,8,-1.410000e+02,-6.401356e+00,2.111619e+00,1.465094e+00,3.007817e+00,-1.519990e+00,3341
3342,16,-1.110000e+02,-6.395927e+00,1.968698e+00,2.744207e+00,1.729247e+00,-1.138099e+00,3342
3343,1,-1.630000e+02,-6.395587e+00,2.345700e+00,1.940088e-01,4.279479e+00,-1.880360e+00,3343
3344,4,-1.540000e+02,-6.375954e+00,2.217998e+00,7.570117e-01,3.718439e+00,-1.721858e+00,3344
3345,27,-4.800000e+01,-6.364988e+00,1.834785e+00,4.192497e+00,2.840504e-01,-6.890536e-01,3345
3346,0,-1.660000e+02,-6.349772e+00,2.424142e+00,0.000000e+00,4.478069e+00,-1.930805e+00,3346
3347,25,-6.400000e+01,-6.347584e+00,1.855878e+00,3.959854e+00,5.184337e-01,-7.593559e-01,3347
3348,29,-2.400000e+01,-6.346264e+00,1.815087e+00,4.408528e+00,6.989220e-02,-6.413457e-01,3348
3349,28,-3.800000e+01,-6.344484e+00,1.824854e+00,4.302718e+00,1.758800e-01,-6.588089e-01,3349
3350,20,-9.300000e+01,-6.338974e+00,1.914450e+00,3.315761e+00,1.163388e+00,-9.590298e-01,3350
3351,12,-1.270000e+02,-6.338536e+00,2.033164e+00,2.127024e+00,2.352168e+00,-1.320677e+00,3351
3352,21,-8.800000e+01,-6.321183e+00,1.902074e+00,3.451147e+00,1.029781e+00,-9.159474e-01,3352
3353,5,-1.510000e+02,-6.319442e+00,2.187763e+00,9.384983e-01,3.542604e+00,-1.666804e+00,3353
3354,17,-1.070000e+02,-6.314470e+00,1.954730e+00,2.891467e+00,1.590132e+00,-1.088001e+00,3354
3355,23,-7.700000e+01,-6.310157e+00,1.878384e+00,3.712313e+00,7.697176e-01,-8.340073e-01,3355
3356,19,-9.800000e+01,-6.298187e+00,1.927577e+00,3.177302e+00,1.305925e+00,-9.991835e-01,3356
3357,26,-5.700000e+01,-6.292824e+00,1.845524e+00,4.078133e+00,4.056308e-01,-7.190890e-01,3357
3358,24,-7.100000e+01,-6.290347e+00,1.867170e+00,3.837858e+00,6.461539e-01,-7.935848e-01,3358
3359,29,-2.500000e+01,-6.288334e+00,1.815411e+00,4.408528e+00,7.568520e-02,-6.363664e-01,3359
3360,28,-3.900000e+01,-6.253032e+00,1.825362e+00,4.302718e+00,1.850252e-01,-6.515339e-01,3360
3361,27,-4.900000e+01,-6.248744e+00,1.835427e+00,4.192497e+00,2.956748e-01,-6.811509e-01,3361
3362,22,-8.300000e+01,-6.246692e+00,1.890412e+00,3.583367e+00,9.050101e-01,-8.700665e-01,3362
3363,9,-1.380000e+02,-6.243397e+00,2.090984e+00,1.634816e+00,2.853890e+00,-1.460522e+00,3363
3364,6,-1.480000e+02,-6.239165e+00,2.160769e+00,1.116977e+00,3.372153e+00,-1.610727e+00,3364
3365,29,-2.600000e+01,-6.228139e+00,1.815748e+00,4.408528e+00,8.170470e-02,-6.312209e-01,3365
3366,11,-1.310000e+02,-6.222923e+00,2.051849e+00,1.965758e+00,2.524996e+00,-1.361498e+00,3366
3367,18,-1.030000e+02,-6.197129e+00,1.941497e+00,3.035850e+00,1.457484e+00,-1.036298e+00,3367
3368,25,-6.500000e+01,-6.190114e+00,1.856739e+00,3.959854e+00,5.341807e-01,-7.489981e-01,3368
3369,29,-2.700000e+01,-6.165684e+00,1.816099e+00,4.408528e+00,8.795020e-02,-6.259120e-01,3369
3370,28,-4.000000e+01,-6.159354e+00,1.825884e+00,4.302718e+00,1.943930e-01,-6.441444e-01,3370
3371,26,-5.800000e+01,-6.153855e+00,1.846289e+00,4.078133e+00,4.195277e-01,-7.098499e-01,3371
3372,7,-1.450000e+02,-6.135874e+00,2.136302e+00,1.292494e+00,3.206965e+00,-1.553684e+00,3372
3373,15,-1.160000e+02,-6.134625e+00,1.985130e+00,2.594109e+00,1.905475e+00,-1.167249e+00,3373
3374,27,-5.000000e+01,-6.130306e+00,1.836082e+00,4.192497e+00,3.075186e-01,-6.731343e-01,3374
3375,14,-1.200000e+02,-6.127846e+00,2.000818e+00,2.441203e+00,2.059059e+00,-1.213108e+00,3375
3376,23,-7.800000e+01,-6.117580e+00,1.879433e+00,3.712313e+00,7.889753e-01,-8.215397e-01,3376
3377,24,-7.200000e+01,-6.114301e+00,1.868131e+00,3.837858e+00,6.637585e-01,-7.821155e-01,3377
3378,16,-1.120000e+02,-6.103035e+00,1.970298e+00,2.744207e+00,1.758536e+00,-1.119612e+00,3378
3379,29,-2.800000e+01,-6.100975e+00,1.816463e+00,4.408528e+00,9.442110e-02,-6.204419e-01,3379
3380,20,-9.400000e+01,-6.100673e+00,1.915743e+00,3.315761e+00,1.187218e+00,-9.438102e-01,3380
3381,21,-8.900000e+01,-6.097478e+00,1.903288e+00,3.451147e+00,1.052152e+00,-9.016061e-01,3381
3382,13,-1.240000e+02,-6.081590e+00,2.017439e+00,2.285505e+00,2.219382e+00,-1.257113e+00,3382
3383,10,-1.350000e+02,-6.064825e+00,2.071795e+00,1.801695e+00,2.704868e+00,-1.400267e+00,3383
3384,28,-4.100000e+01,-6.063462e+00,1.826419e+00,4.302718e+00,2.039822e-01,-6.366562e-01,3384
3385,19,-9.900000e+01,-6.045273e+00,1.928951e+00,3.177302e+00,1.331217e+00,-9.830953e-01,3385
3386,22,-8.400000e+01,-6.037545e+00,1.891550e+00,3.583367e+00,9.259248e-01,-8.566110e-01,3386
3387,30,-0.000000e+00,-6.034367e+00,1.807373e+00,4.509610e+00,0.000000e+00,-6.034367e-01,3387
3388,17,-1.080000e+02,-6.034272e+00,1.956258e+00,2.891467e+00,1.618152e+00,-1.070282e+00,3388
3389,29,-2.900000e+01,-6.034019e+00,1.816840e+00,4.408528e+00,1.011167e-01,-6.148133e-01,3389
3390,30,-1.000000e+00,-6.032090e+00,1.807386e+00,4.509610e+00,2.277000e-04,-6.032107e-01,3390
3391,25,-6.600000e+01,-6.030522e+00,1.857616e+00,3.959854e+00,5.501399e-01,-7.385334e-01,3391
3392,30,-2.000000e+00,-6.027534e+00,1.807411e+00,4.509610e+00,6.833000e-04,-6.027616e-01,3392
3393,30,-3.000000e+00,-6.020702e+00,1.807450e+00,4.509610e+00,1.366500e-03,-6.020931e-01,3393
3394,26,-5.900000e+01,-6.012734e+00,1.847068e+00,4.078133e+00,4.336398e-01,-7.004992e-01,3394
3395,30,-4.000000e+00,-6.011594e+00,1.807502e+00,4.509610e+00,2.277300e-03,-6.012081e-01,3395
3396,8,-1.420000e+02,-6.010334e+00,2.113882e+00,1.465094e+00,3.046919e+00,-1.495731e+00,3396
3397,27,-5.100000e+01,-6.009689e+00,1.836752e+00,4.192497e+00,3.195803e-01,-6.650044e-01,3397
3398,30,-5.000000e+00,-6.000211e+00,1.807567e+00,4.509610e+00,3.415600e-03,-6.001096e-01,3398
3399,12,-1.280000e+02,-5.994799e+00,2.035083e+00,2.127024e+00,2.386542e+00,-1.299195e+00,3399
3400,30,-6.000000e+00,-5.986554e+00,1.807645e+00,4.509610e+00,4.781300e-03,-5.988002e-01,3400
3401,30,-7.000000e+00,-5.970624e+00,1.807735e+00,4.509610e+00,6.374300e-03,-5.972828e-01,3401
3402,28,-4.200000e+01,-5.965362e+00,1.826968e+00,4.302718e+00,2.137922e-01,-6.291031e-01,3402
3403,29,-3.000000e+01,-5.964826e+00,1.817230e+00,4.408528e+00,1.080360e-01,-6.090290e-01,3403
3404,3,-1.580000e+02,-5.959865e+00,2.255442e+00,5.724673e-01,3.944592e+00,-1.748261e+00,3404
3405,2,-1.610000e+02,-5.955400e+00,2.296660e+00,3.848158e-01,4.132690e+00,-1.800457e+00,3405
3406,30,-8.000000e+00,-5.952423e+00,1.807839e+00,4.509610e+00,8.194400e-03,-5.955599e-01,3406
3407,4,-1.550000e+02,-5.939032e+00,2.220690e+00,7.570117e-01,3.762131e+00,-1.694938e+00,3407
3408,24,-7.300000e+01,-5.936161e+00,1.869107e+00,3.837858e+00,6.815725e-01,-7.705449e-01,3408
3409,30,-9.000000e+00,-5.931954e+00,1.807956e+00,4.509610e+00,1.024130e-02,-5.936343e-01,3409
3410,18,-1.040000e+02,-5.929603e+00,1.942956e+00,3.035850e+00,1.484237e+00,-1.019354e+00,3410
3411,1,-1.640000e+02,-5.924912e+00,2.348856e+00,1.940088e-01,4.326546e+00,-1.851473e+00,3411
3412,23,-7.900000e+01,-5.922936e+00,1.880497e+00,3.712313e+00,8.084397e-01,-8.089756e-01,3412
3413,30,-1.000000e+01,-5.909219e+00,1.808086e+00,4.509610e+00,1.251480e-02,-5.915089e-01,3413
3414,5,-1.520000e+02,-5.893635e+00,2.190339e+00,9.384983e-01,3.585184e+00,-1.640539e+00,3414
3415,29,-3.100000e+01,-5.893401e+00,1.817634e+00,4.408528e+00,1.151785e-01,-6.030914e-01,3415
3416,27,-5.200000e+01,-5.886903e+00,1.837436e+00,4.192497e+00,3.318589e-01,-6.567618e-01,3416
3417,30,-1.100000e+01,-5.884217e+00,1.808229e+00,4.509610e+00,1.501500e-02,-5.891858e-01,3417
3418,21,-9.000000e+01,-5.871752e+00,1.904519e+00,3.451147e+00,1.074725e+00,-8.871779e-01,3418
3419,26,-6.000000e+01,-5.869474e+00,1.847861e+00,4.078133e+00,4.479658e-01,-6.910386e-01,3419
3420,25,-6.700000e+01,-5.868816e+00,1.858507e+00,3.959854e+00,5.663105e-01,-7.279632e-01,3420
3421,0,-1.670000e+02,-5.867670e+00,2.427557e+00,0.000000e+00,4.526279e+00,-1.901261e+00,3421
3422,11,-1.320000e+02,-5.866484e+00,2.053858e+00,1.965758e+00,2.560640e+00,-1.339292e+00,3422
3423,28,-4.300000e+01,-5.865066e+00,1.827531e+00,4.302718e+00,2.238218e-01,-6.221087e-01,3423
3424,9,-1.390000e+02,-5.863338e+00,2.093165e+00,1.634816e+00,2.891896e+00,-1.436931e+00,3424
3425,20,-9.500000e+01,-5.860378e+00,1.917053e+00,3.315761e+00,1.211248e+00,-9.285085e-01,3425
3426,30,-1.200000e+01,-5.856957e+00,1.808385e+00,4.509610e+00,1.774100e-02,-5.866680e-01,3426
3427,30,-1.300000e+01,-5.827438e+00,1.808553e+00,4.509610e+00,2.069290e-02,-5.839580e-01,3427
3428,15,-1.170000e+02,-5.827139e+00,1.986824e+00,2.594109e+00,1.936223e+00,-1.147940e+00,3428
3429,22,-8.500000e+01,-5.826361e+00,1.892705e+00,3.583367e+00,9.470432e-01,-8.430650e-01,3429
3430,6,-1.490000e+02,-5.824423e+00,2.163241e+00,1.116977e+00,3.413627e+00,-1.585120e+00,3430
3431,29,-3.200000e+01,-5.819751e+00,1.818051e+00,4.408528e+00,1.225435e-01,-5.970037e-01,3431
3432,16,-1.130000e+02,-5.808235e+00,1.971916e+00,2.744207e+00,1.788016e+00,-1.101060e+00,3432
3433,14,-1.210000e+02,-5.807669e+00,2.002591e+00,2.441203e+00,2.091077e+00,-1.193051e+00,3433
3434,30,-1.400000e+01,-5.795663e+00,1.808735e+00,4.509610e+00,2.387040e-02,-5.810583e-01,3434
3435,19,-1.000000e+02,-5.790390e+00,1.930343e+00,3.177302e+00,1.356705e+00,-9.669302e-01,3435
3436,28,-4.400000e+01,-5.762583e+00,1.828108e+00,4.302718e+00,2.340701e-01,-6.150166e-01,3436
3437,27,-5.300000e+01,-5.761962e+00,1.838134e+00,4.192497e+00,3.443530e-01,-6.484077e-01,3437
3438,30,-1.500000e+01,-5.761638e+00,1.808930e+00,4.509610e+00,2.727290e-02,-5.779717e-01,3438
3439,24,-7.400000e+01,-5.755946e+00,1.870099e+00,3.837858e+00,6.995940e-01,-7.588754e-01,3439
3440,17,-1.090000e+02,-5.752147e+00,1.957804e+00,2.891467e+00,1.646365e+00,-1.052495e+00,3440
3441,13,-1.250000e+02,-5.748721e+00,2.019294e+00,2.285505e+00,2.252669e+00,-1.236316e+00,3441
3442,29,-3.300000e+01,-5.743886e+00,1.818482e+00,4.408528e+00,1.301300e-01,-5.907688e-01,3442
3443,7,-1.460000e+02,-5.732152e+00,2.138679e+00,1.292494e+00,3.247338e+00,-1.528736e+00,3443
3444,23,-8.000000e+01,-5.726242e+00,1.881576e+00,3.712313e+00,8.281091e-01,-7.963177e-01,3444
3445,30,-1.600000e+01,-5.725363e+00,1.809139e+00,4.509610e+00,3.090040e-02,-5.747002e-01,3445
3446,26,-6.100000e+01,-5.724089e+00,1.848670e+00,4.078133e+00,4.625043e-01,-6.814700e-01,3446
3447,25,-6.800000e+01,-5.705011e+00,1.859414e+00,3.959854e+00,5.826910e-01,-7.172898e-01,3447
3448,10,-1.360000e+02,-5.695700e+00,2.073899e+00,1.801695e+00,2.741781e+00,-1.377346e+00,3448
3449,30,-1.700000e+01,-5.686845e+00,1.809360e+00,4.509610e+00,3.475220e-02,-5.712470e-01,3449
3450,29,-3.400000e+01,-5.665813e+00,1.818927e+00,4.408528e+00,1.379373e-01,-5.843904e-01,3450
3451,18,-1.050000e+02,-5.660134e+00,1.944433e+00,3.035850e+00,1.511183e+00,-1.002337e+00,3451
3452,28,-4.500000e+01,-5.657922e+00,1.828699e+00,4.302718e+00,2.445362e-01,-6.078303e-01,3452
3453,12,-1.290000e+02,-5.649247e+00,2.037024e+00,2.127024e+00,2.421097e+00,-1.277667e+00,3453
3454,30,-1.800000e+01,-5.646088e+00,1.809594e+00,4.509610e+00,3.882790e-02,-5.676146e-01,3454
3455,21,-9.100000e+01,-5.644028e+00,1.905767e+00,3.451147e+00,1.097497e+00,-8.726658e-01,3455
3456,27,-5.400000e+01,-5.634874e+00,1.838847e+00,4.192497e+00,3.570618e-01,-6.399425e-01,3456
3457,20,-9.600000e+01,-5.618104e+00,1.918381e+00,3.315761e+00,1.235475e+00,-9.131270e-01,3457
3458,8,-1.430000e+02,-5.617595e+00,2.116170e+00,1.465094e+00,3.086193e+00,-1.471445e+00,3458
3459,22,-8.600000e+01,-5.613157e+00,1.893875e+00,3.583367e+00,9.683636e-01,-8.294307e-01,3459
3460,30,-1.900000e+01,-5.603097e+00,1.809842e+00,4.509610e+00,4.312700e-02,-5.638053e-01,3460
3461,29,-3.500000e+01,-5.585540e+00,1.819385e+00,4.408528e+00,1.459646e-01,-5.778717e-01,3461
3462,26,-6.200000e+01,-5.576593e+00,1.849493e+00,4.078133e+00,4.772539e-01,-6.717943e-01,3462
3463,24,-7.500000e+01,-5.573670e+00,1.871107e+00,3.837858e+00,7.178216e-01,-7.471089e-01,3463
3464,30,-2.000000e+01,-5.557874e+00,1.810103e+00,4.509610e+00,4.764930e-02,-5.598218e-01,3464
3465,28,-4.600000e+01,-5.551098e+00,1.829304e+00,4.302718e+00,2.552186e-01,-6.005433e-01,3465
3466,25,-6.900000e+01,-5.539128e+00,1.860335e+00,3.959854e+00,5.992793e-01,-7.065146e-01,3466
3467,19,-1.010000e+02,-5.533558e+00,1.931753e+00,3.177302e+00,1.382388e+00,-9.506907e-01,3467
3468,23,-8.100000e+01,-5.527514e+00,1.882672e+00,3.712313e+00,8.479819e-01,-7.835675e-01,3468
3469,15,-1.180000e+02,-5.517783e+00,1.988538e+00,2.594109e+00,1.967159e+00,-1.128574e+00,3469
3470,16,-1.140000e+02,-5.511547e+00,1.973555e+00,2.744207e+00,1.817685e+00,-1.082447e+00,3470
3471,30,-2.100000e+01,-5.510428e+00,1.810377e+00,4.509610e+00,5.239390e-02,-5.556671e-01,3471
3472,3,-1.590000e+02,-5.510194e+00,2.258295e+00,5.724673e-01,3.989560e+00,-1.720685e+00,3472
3473,11,-1.330000e+02,-5.508262e+00,2.055890e+00,1.965758e+00,2.596462e+00,-1.317044e+00,3473
3474,27,-5.500000e+01,-5.505658e+00,1.839574e+00,4.192497e+00,3.699834e-01,-6.313679e-01,3474
3475,29,-3.600000e+01,-5.503076e+00,1.819856e+00,4.408528e+00,1.542110e-01,-5.712171e-01,3475
3476,4,-1.560000e+02,-5.500507e+00,2.223412e+00,7.570117e-01,3.805984e+00,-1.668011e+00,3476
3477,2,-1.620000e+02,-5.494515e+00,2.299665e+00,3.848158e-01,4.178779e+00,-1.772231e+00,3477
3478,14,-1.220000e+02,-5.485647e+00,2.004384e+00,2.441203e+00,2.123279e+00,-1.172940e+00,3478
3479,9,-1.400000e+02,-5.481546e+00,2.095370e+00,1.634816e+00,2.930076e+00,-1.413309e+00,3479
3480,17,-1.100000e+02,-5.468117e+00,1.959370e+00,2.891467e+00,1.674768e+00,-1.034642e+00,3480
3481,5,-1.530000e+02,-5.466202e+00,2.192944e+00,9.384983e-01,3.627928e+00,-1.614264e+00,3481
3482,30,-2.200000e+01,-5.460759e+00,1.810664e+00,4.509610e+00,5.736080e-02,-5.513430e-01,3482
3483,1,-1.650000e+02,-5.452735e+00,2.352048e+00,1.940088e-01,4.373764e+00,-1.822598e+00,3483
3484,28,-4.700000e+01,-5.442122e+00,1.829922e+00,4.302718e+00,2.661162e-01,-5.931522e-01,3484
3485,26,-6.300000e+01,-5.427001e+00,1.850331e+00,4.078133e+00,4.922131e-01,-6.620139e-01,3485
3486,29,-3.700000e+01,-5.418429e+00,1.820342e+00,4.408528e+00,1.626757e-01,-5.644317e-01,3486
3487,21,-9.200000e+01,-5.414326e+00,1.907032e+00,3.451147e+00,1.120467e+00,-8.580721e-01,3487
