id,v,Longitude,Latitude,rIn,EeVVib,EeVRot,DeltaEintDiss,Bin
8477,-7,2.090000e+02,9.624258e+00,2.075460e+00,1.947483e+00,8.768631e+00,-1.331294e+00,123
8478,-27,1.620000e+02,9.649197e+00,1.800461e+00,6.537208e+00,4.181400e+00,-1.956654e-01,116
8479,-24,1.690000e+02,9.650216e+00,1.827901e+00,5.944884e+00,4.773827e+00,-3.336792e-01,125
8480,-19,1.810000e+02,9.695476e+00,1.882230e+00,4.879239e+00,5.843998e+00,-5.895728e-01,126
8481,-28,1.600000e+02,9.752154e+00,1.792769e+00,6.726384e+00,4.002521e+00,-1.477060e-01,116
8482,-11,2.000000e+02,9.764960e+00,1.997176e+00,2.982104e+00,7.748081e+00,-1.060522e+00,111
8483,-32,1.520000e+02,9.766928e+00,1.765365e+00,7.439177e+00,3.291205e+00,-3.328041e-03,116
8484,-22,1.740000e+02,9.771598e+00,1.848855e+00,5.530095e+00,5.200754e+00,-4.263397e-01,114
8485,-14,1.930000e+02,9.774951e+00,1.949142e+00,3.720604e+00,7.010580e+00,-8.736705e-01,123
8486,-4,2.160000e+02,9.785199e+00,2.154863e+00,1.134173e+00,9.598036e+00,-1.529362e+00,108
8487,-25,1.670000e+02,9.806408e+00,1.819189e+00,6.146377e+00,4.587953e+00,-2.775871e-01,128
8488,-8,2.070000e+02,9.820789e+00,2.054546e+00,2.211477e+00,8.524291e+00,-1.252819e+00,123
8489,-29,1.580000e+02,9.824331e+00,1.785401e+00,6.911275e+00,3.824847e+00,-1.036082e-01,116
8490,-17,1.860000e+02,9.827537e+00,1.907763e+00,4.426720e+00,6.309723e+00,-6.940853e-01,114
8491,-31,1.540000e+02,9.847198e+00,1.771667e+00,7.267788e+00,3.470621e+00,-2.987930e-02,116
8492,-30,1.560000e+02,9.859659e+00,1.778361e+00,7.091781e+00,3.647874e+00,-6.397070e-02,116
8493,-20,1.790000e+02,9.895625e+00,1.871499e+00,5.099950e+00,5.643301e+00,-5.240154e-01,126
8494,0,2.250000e+02,9.905759e+00,2.351247e+00,0.000000e+00,1.074426e+01,-1.812422e+00,120
8495,-26,1.650000e+02,9.941421e+00,1.810823e+00,6.343844e+00,4.403987e+00,-2.244262e-01,128
8496,-23,1.720000e+02,9.946948e+00,1.839393e+00,5.739436e+00,5.008948e+00,-3.662597e-01,114
8497,-5,2.140000e+02,9.962476e+00,2.126718e+00,1.408831e+00,9.341106e+00,-1.449109e+00,108
8498,-12,1.980000e+02,9.972853e+00,1.981264e+00,3.231849e+00,7.519125e+00,-9.854276e-01,111
8499,-15,1.910000e+02,9.985861e+00,1.935619e+00,3.959593e+00,6.792682e+00,-8.016166e-01,123
8500,-9,2.050000e+02,1.001798e+01,2.035172e+00,2.471913e+00,8.283574e+00,-1.175304e+00,123
8501,-18,1.840000e+02,1.003246e+01,1.896036e+00,4.654818e+00,6.102117e+00,-6.258369e-01,114
8502,-27,1.630000e+02,1.005228e+01,1.802794e+00,6.537208e+00,4.221709e+00,-1.744851e-01,128
8503,-1,2.230000e+02,1.005412e+01,2.277656e+00,2.888725e-01,1.047023e+01,-1.730016e+00,120
8504,-21,1.770000e+02,1.008385e+01,1.861208e+00,5.316917e+00,5.445157e+00,-4.605189e-01,126
8505,-24,1.700000e+02,1.010525e+01,1.830306e+00,5.944884e+00,4.819331e+00,-3.087197e-01,114
8506,-28,1.610000e+02,1.013531e+01,1.795097e+00,6.726384e+00,4.040837e+00,-1.281236e-01,128
8507,-6,2.120000e+02,1.014241e+01,2.101558e+00,1.679934e+00,9.087995e+00,-1.369666e+00,111
8508,-31,1.550000e+02,1.014938e+01,1.774046e+00,7.267788e+00,3.500839e+00,-1.723444e-02,128
8509,-13,1.960000e+02,1.017808e+01,1.966220e+00,3.478019e+00,7.293478e+00,-9.115689e-01,111
8510,-29,1.590000e+02,1.018560e+01,1.787730e+00,6.911275e+00,3.860974e+00,-8.582370e-02,128
8511,-16,1.890000e+02,1.019111e+01,1.922734e+00,4.194971e+00,6.577829e+00,-7.310585e-01,126
8512,-30,1.570000e+02,1.019558e+01,1.780702e+00,7.091781e+00,3.681466e+00,-4.833452e-02,128
8513,-2,2.210000e+02,1.020709e+01,2.229046e+00,5.741937e-01,1.020020e+01,-1.648299e+00,120
8514,-10,2.030000e+02,1.021505e+01,2.017102e+00,2.728790e+00,8.046404e+00,-1.098815e+00,123
8515,-19,1.820000e+02,1.022815e+01,1.884810e+00,4.879239e+00,5.897265e+00,-5.594052e-01,114
8516,-25,1.680000e+02,1.024421e+01,1.821579e+00,6.146377e+00,4.631734e+00,-2.539408e-01,116
8517,-22,1.750000e+02,1.025844e+01,1.851331e+00,5.530095e+00,5.249439e+00,-3.992440e-01,126
8518,-7,2.100000e+02,1.032435e+01,2.078713e+00,1.947483e+00,8.838641e+00,-1.291084e+00,111
8519,-26,1.660000e+02,1.036114e+01,1.813201e+00,6.343844e+00,4.445959e+00,-2.021828e-01,116
