Id,Group
1328,28
1329,11
1330,7
1331,85
1332,91
1333,70
1334,78
1335,112
1336,70
1337,7
1338,70
1339,11
1340,67
1341,78
1342,138
1343,11
1344,4
1345,70
1346,69
1347,85
1348,31
1349,112
1350,70
1351,78
1352,11
1353,4
1354,91
1355,70
1356,82
1357,70
1358,67
1359,78
1360,7
1361,85
1362,112
1363,70
1364,91
1365,11
1366,13
1367,11
1368,31
1369,78
1370,7
1371,70
1372,4
1373,11
1374,70
1375,112
1376,67
1377,91
1378,78
1379,85
1380,70
1381,4
1382,70
1383,82
1384,31
1385,78
1386,13
1387,91
1388,7
1389,112
1390,11
1391,11
1392,70
1393,85
1394,67
1395,4
1396,78
1397,11
1398,7
1399,70
1400,91
1401,112
1402,70
1403,13
1404,78
1405,4
1406,13
1407,85
1408,67
1409,70
1410,91
1411,11
1412,4
1413,78
1414,82
1415,112
1416,11
1417,21
1418,4
1419,124
1420,124
1421,124
1422,4
1423,124
1424,124
1425,124
1426,31
1427,4
1428,91
1429,124
1430,85
1431,70
1432,104
1433,124
1434,13
1435,124
1436,67
1437,124
1438,112
1439,124
1440,21
1441,4
1442,124
1443,78
1444,11
1445,91
1446,124
1447,11
1448,21
1449,11
1450,124
1451,85
1452,124
1453,13
1454,104
1455,141
1456,82
1457,67
1458,112
1459,4
1460,21
1461,4
1462,13
1463,91
1464,124
1465,4
1466,141
1467,21
1468,104
1469,85
1470,141
1471,11
1472,4
1473,112
1474,141
1475,11
1476,91
1477,13
1478,21
1479,4
1480,67
1481,141
1482,104
1483,13
1484,141
1485,21
1486,4
1487,85
1488,141
1489,91
1490,66
1491,82
1492,4
1493,104
1494,21
1495,141
1496,4
1497,13
1498,67
1499,11
1500,11
1501,141
1502,4
1503,4
1504,91
1505,21
1506,104
1507,13
1508,85
1509,141
1510,112
1511,141
1512,21
1513,4
1514,104
1515,67
1516,13
1517,91
1518,141
1519,4
1520,66
1521,11
1522,11
1523,21
1524,82
1525,85
1526,141
1527,4
1528,13
1529,104
1530,6
1531,141
1532,4
1533,91
1534,21
1535,67
1536,141
1537,66
1538,13
1539,104
1540,85
1541,4
1542,21
1543,141
1544,11
1545,52
1546,56
1547,52
1548,52
1549,6
1550,52
1551,52
1552,52
1553,13
1554,52
1555,141
1556,52
1557,21
1558,4
1559,104
1560,52
1561,4
1562,66
1563,54
1564,67
1565,6
1566,52
1567,52
1568,85
1569,141
1570,13
1571,4
1572,91
1573,52
1574,21
1575,52
1576,104
1577,20
1578,141
1579,4
1580,13
1581,52
1582,66
1583,13
1584,6
1585,20
1586,87
1587,67
1588,57
1589,56
1590,20
1591,85
1592,104
1593,20
1594,13
1595,6
1596,57
1597,4
1598,4
1599,21
1600,20
1601,54
1602,66
1603,4
1604,20
1605,56
1606,57
1607,104
1608,20
1609,13
1610,67
1611,13
1612,85
1613,87
1614,4
1615,6
1616,20
1617,57
1618,13
1619,20
1620,66
1621,104
1622,56
1623,87
1624,6
1625,20
1626,57
1627,20
1628,123
1629,4
1630,123
1631,4
1632,4
1633,13
1634,57
1635,13
1636,87
1637,104
1638,20
1639,54
1640,56
1641,66
1642,6
1643,13
1644,4
1645,20
1646,57
1647,87
1648,20
1649,104
1650,85
1651,6
1652,123
1653,57
1654,20
1655,56
1656,66
1657,13
1658,13
1659,87
1660,20
1661,4
1662,13
1663,57
1664,4
1665,4
1666,104
1667,6
1668,20
1669,54
1670,123
1671,4
1672,56
1673,87
1674,123
1675,57
1676,66
1677,20
1678,33
1679,33
1680,33
1681,33
1682,33
1683,77
1684,33
1685,6
1686,33
1687,13
1688,33
1689,20
1690,57
1691,33
1692,6
1693,87
1694,13
1695,33
1696,56
1697,33
1698,123
1699,42
1700,33
1701,66
1702,6
1703,53
1704,33
1705,77
1706,53
1707,57
1708,123
1709,53
1710,46
1711,20
1712,87
1713,53
1714,33
1715,54
1716,46
1717,56
1718,57
1719,42
1720,13
1721,46
1722,6
1723,13
1724,77
1725,123
1726,6
1727,46
1728,87
1729,66
1730,42
1731,46
1732,57
1733,123
1734,46
1735,6
1736,56
1737,42
1738,46
1739,77
1740,87
1741,53
1742,53
1743,57
1744,53
1745,46
1746,53
1747,123
1748,66
1749,13
1750,42
1751,13
1752,46
1753,6
1754,6
1755,54
1756,87
1757,123
1758,46
1759,56
1760,57
1761,77
1762,42
1763,46
1764,6
1765,42
1766,66
1767,46
1768,123
1769,40
1770,87
1771,13
1772,13
1773,53
1774,77
1775,46
1776,56
1777,53
1778,53
1779,42
1780,123
1781,6
1782,100
1783,53
1784,57
1785,6
1786,73
1787,42
1788,46
1789,66
1790,123
1791,54
1792,77
1793,56
1794,6
1795,40
1796,100
1797,42
1798,123
1799,13
1800,87
1801,100
1802,123
1803,53
1804,40
1805,53
1806,77
1807,66
1808,6
1809,42
1810,53
1811,100
1812,41
1813,41
1814,41
1815,41
1816,41
1817,56
1818,123
1819,41
1820,6
1821,41
1822,73
1823,53
1824,41
1825,100
1826,41
1827,42
1828,41
1829,40
1830,41
1831,6
1832,13
1833,100
1834,41
1835,77
1836,123
1837,2
1838,54
1839,41
1840,66
1841,42
1842,25
1843,73
1844,56
1845,100
1846,41
1847,40
1848,123
1849,6
1850,25
1851,53
1852,53
1853,100
1854,42
1855,25
1856,77
1857,53
1858,53
1859,25
1860,73
1861,40
1862,2
1863,100
1864,108
1865,123
1866,25
1867,56
1868,53
1869,6
1870,42
1871,2
1872,25
1873,123
1874,100
1875,25
1876,77
1877,40
1878,73
1879,54
1880,6
1881,25
1882,72
1883,100
1884,25
1885,56
1886,66
1887,53
1888,53
1889,123
1890,123
1891,53
1892,25
1893,40
1894,42
1895,100
1896,53
1897,77
1898,73
1899,2
1900,123
1901,25
1902,6
1903,54
1904,25
1905,100
1906,72
1907,56
1908,40
1909,6
1910,108
1911,25
1912,73
1913,100
1914,77
1915,123
1916,25
1917,2
1918,54
1919,72
1920,123
1921,53
1922,53
1923,53
1924,40
1925,25
1926,100
1927,2
1928,56
1929,6
1930,53
1931,73
1932,25
1933,108
1934,72
1935,77
1936,71
1937,25
1938,40
1939,6
1940,53
1941,123
1942,2
1943,146
1944,123
1945,146
1946,25
1947,146
1948,100
1949,72
1950,146
1951,146
1952,73
1953,146
1954,108
1955,146
1956,146
1957,77
1958,2
1959,25
1960,146
1961,53
1962,40
1963,108
1964,53
1965,54
1966,146
1967,71
1968,53
1969,146
1970,72
1971,6
1972,146
1973,132
1974,146
1975,53
1976,73
1977,146
1978,123
1979,71
1980,6
1981,123
1982,132
1983,40
1984,146
1985,56
1986,2
1987,77
1988,72
1989,115
1990,54
1991,108
1992,146
1993,132
1994,71
1995,2
1996,115
1997,73
1998,115
1999,40
2000,132
2001,72
2002,119
2003,53
2004,119
2005,115
2006,71
2007,108
2008,14
2009,53
2010,123
2011,123
2012,54
2013,115
2014,132
2015,2
2016,2
2017,108
2018,115
2019,53
2020,72
2021,73
2022,40
2023,71
2024,132
2025,115
2026,2
2027,115
2028,77
2029,108
2030,3
2031,132
2032,71
2033,72
2034,115
2035,108
2036,123
2037,40
2038,119
2039,73
2040,53
2041,119
2042,115
2043,108
2044,132
2045,2
2046,53
2047,71
2048,2
2049,115
2050,72
2051,54
2052,14
2053,132
2054,108
2055,40
2056,115
2057,53
2058,1
2059,2
2060,71
2061,123
2062,115
2063,132
2064,2
2065,72
2066,108
2067,115
2068,54
2069,119
2070,14
2071,40
2072,2
2073,71
2074,119
2075,132
2076,119
2077,115
2078,73
2079,108
2080,119
2081,72
2082,3
2083,19
2084,19
2085,19
2086,19
2087,115
2088,19
2089,132
2090,71
2091,19
2092,2
2093,108
2094,19
2095,19
2096,40
2097,54
2098,108
2099,2
2100,19
2101,115
2102,14
2103,3
2104,19
2105,72
2106,19
2107,1
2108,132
2109,19
2110,108
2111,71
2112,50
2113,2
2114,19
2115,19
2116,119
2117,119
2118,132
2119,110
2120,19
2121,115
2122,119
2123,119
2124,3
2125,72
2126,27
2127,108
2128,71
2129,14
2130,108
2131,1
2132,27
2133,50
2134,2
2135,3
2136,2
2137,132
2138,27
2139,108
2140,27
2141,110
2142,50
2143,71
2144,99
2145,27
2146,2
2147,54
2148,3
2149,132
2150,27
2151,50
2152,1
2153,14
2154,119
2155,119
2156,27
2157,108
2158,108
2159,119
2160,71
2161,132
2162,110
2163,119
2164,27
2165,50
2166,72
2167,108
2168,2
2169,2
2170,3
2171,27
2172,50
2173,3
2174,132
2175,27
2176,1
2177,71
2178,14
2179,2
2180,99
2181,27
2182,110
2183,50
2184,108
2185,108
2186,130
2187,3
2188,27
2189,108
2190,54
2191,119
2192,71
2193,119
2194,119
2195,140
2196,50
2197,27
2198,1
2199,2
2200,99
2201,3
2202,14
2203,132
2204,110
2205,27
2206,50
2207,3
2208,71
2209,2
2210,27
2211,108
2212,3
2213,140
2214,14
2215,130
2216,50
2217,99
2218,27
2219,1
2220,110
2221,143
2222,143
2223,140
2224,143
2225,71
2226,14
2227,143
2228,143
2229,119
2230,27
2231,119
2232,143
2233,50
2234,3
2235,143
2236,119
2237,130
2238,143
2239,5
2240,143
2241,54
2242,27
2243,143
2244,99
2245,143
2246,108
2247,3
2248,50
2249,108
2250,143
2251,2
2252,103
2253,1
2254,140
2255,81
2256,143
2257,110
2258,130
2259,143
2260,14
2261,3
2262,143
2263,3
2264,27
2265,50
2266,140
2267,120
2268,99
2269,103
2270,120
2271,130
2272,119
2273,81
2274,119
2275,120
2276,1
2277,50
2278,5
2279,110
2280,108
2281,14
2282,119
2283,120
2284,3
2285,81
2286,140
2287,2
2288,120
2289,14
2290,99
2291,130
2292,103
2293,54
2294,3
2295,50
2296,120
2297,81
2298,120
2299,140
2300,110
2301,1
2302,120
2303,50
2304,130
2305,81
2306,3
2307,3
2308,14
2309,140
2310,103
2311,99
2312,120
2313,5
2314,119
2315,5
2316,14
2317,81
2318,140
2319,120
2320,50
2321,119
2322,5
2323,130
2324,110
2325,120
2326,1
2327,81
2328,3
2329,103
2330,99
2331,120
2332,140
2333,3
2334,116
2335,14
2336,98
2337,130
2338,120
2339,140
2340,81
2341,14
2342,120
2343,110
2344,103
2345,50
2346,140
2347,5
2348,3
2349,5
2350,81
2351,99
2352,119
2353,1
2354,3
2355,120
2356,5
2357,130
2358,119
2359,81
2360,120
2361,116
2362,14
2363,140
2364,103
2365,35
2366,35
2367,14
2368,35
2369,35
2370,140
2371,35
2372,110
2373,35
2374,45
2375,3
2376,35
2377,130
2378,99
2379,3
2380,81
2381,35
2382,35
2383,1
2384,116
2385,35
2386,120
2387,140
2388,35
2389,54
2390,35
2391,5
2392,5
2393,103
2394,81
2395,35
2396,45
2397,5
2398,130
2399,5
2400,96
2401,3
2402,116
2403,14
2404,110
2405,14
2406,99
2407,35
2408,45
2409,3
2410,140
2411,140
2412,81
2413,96
2414,118
2415,1
2416,96
2417,103
2418,45
2419,116
2420,130
2421,96
2422,140
2423,81
2424,96
2425,3
2426,3
2427,99
2428,45
2429,110
2430,96
2431,5
2432,14
2433,14
2434,5
2435,96
2436,116
2437,5
2438,81
2439,103
2440,130
2441,45
2442,1
2443,140
2444,96
2445,5
2446,98
2447,140
2448,3
2449,96
2450,45
2451,81
2452,99
2453,116
2454,118
2455,110
2456,96
2457,140
2458,3
2459,130
2460,103
2461,96
2462,45
2463,14
2464,144
2465,81
2466,1
2467,96
2468,116
2469,3
2470,5
2471,5
2472,45
2473,3
2474,140
2475,5
2476,99
2477,96
2478,130
2479,140
2480,110
2481,81
2482,103
2483,118
2484,96
2485,45
2486,116
2487,140
2488,96
2489,144
2490,98
2491,3
2492,144
2493,1
2494,81
2495,118
2496,45
2497,130
2498,99
2499,90
2500,103
2501,98
2502,116
2503,110
2504,140
2505,90
2506,45
2507,5
2508,5
2509,113
2510,39
2511,39
2512,39
2513,39
2514,39
2515,118
2516,5
2517,140
2518,39
2519,90
2520,39
2521,32
2522,39
2523,3
2524,144
2525,39
2526,45
2527,144
2528,116
2529,99
2530,39
2531,118
2532,140
2533,103
2534,90
2535,144
2536,113
2537,39
2538,39
2539,110
2540,39
2541,45
2542,90
2543,16
2544,130
2545,118
2546,140
2547,118
2548,39
2549,116
2550,98
2551,113
2552,90
2553,16
2554,29
2555,45
2556,9
2557,103
2558,5
2559,16
2560,144
2561,144
2562,29
2563,98
2564,16
2565,5
2566,90
2567,144
2568,113
2569,32
2570,9
2571,118
2572,29
2573,16
2574,116
2575,45
2576,16
2577,90
2578,118
2579,98
2580,16
2581,103
2582,144
2583,9
2584,113
2585,45
2586,90
2587,16
2588,116
2589,144
2590,32
2591,144
2592,118
2593,16
2594,118
2595,110
2596,29
2597,90
2598,29
2599,5
2600,139
2601,16
2602,144
2603,113
2604,98
2605,29
2606,9
2607,5
2608,16
2609,90
2610,116
2611,9
2612,32
2613,98
2614,16
2615,45
2616,118
2617,144
2618,144
2619,118
2620,113
2621,90
2622,16
2623,144
2624,9
2625,98
2626,116
2627,9
2628,139
2629,16
2630,90
2631,144
2632,32
2633,29
2634,9
2635,29
2636,16
2637,113
2638,118
2639,29
2640,29
2641,118
2642,90
2643,139
2644,16
2645,118
2646,116
2647,144
2648,144
2649,9
2650,9
2651,144
2652,98
2653,16
2654,113
2655,133
2656,32
2657,133
2658,47
2659,133
2660,133
2661,133
2662,139
2663,133
2664,118
2665,9
2666,133
2667,118
2668,16
2669,98
2670,133
2671,144
2672,133
2673,133
2674,32
2675,90
2676,133
2677,16
2678,29
2679,113
2680,29
2681,133
2682,98
2683,139
2684,29
2685,9
2686,133
2687,32
2688,144
2689,9
2690,29
2691,117
2692,133
2693,47
2694,118
2695,144
2696,133
2697,144
2698,9
2699,116
2700,118
2701,133
2702,118
2703,16
2704,139
2705,113
2706,133
2707,47
2708,144
2709,127
2710,117
2711,32
2712,9
2713,133
2714,98
2715,118
2716,118
2717,139
2718,9
2719,144
2720,47
2721,127
2722,113
2723,32
2724,29
2725,117
2726,29
2727,98
2728,29
2729,9
2730,127
2731,144
2732,29
2733,29
2734,127
2735,117
2736,47
2737,98
2738,139
2739,32
2740,118
2741,127
2742,9
2743,113
2744,32
2745,144
2746,118
2747,117
2748,127
2749,9
2750,47
2751,118
2752,144
2753,127
2754,139
2755,9
2756,117
2757,32
2758,127
2759,113
2760,144
2761,29
2762,118
2763,29
2764,47
2765,29
2766,9
2767,32
2768,118
2769,127
2770,117
2771,29
2772,98
2773,139
2774,29
2775,127
2776,98
2777,9
2778,47
2779,144
2780,117
2781,113
2782,9
2783,144
2784,127
2785,32
2786,118
2787,98
2788,32
2789,118
2790,139
2791,9
2792,127
2793,117
2794,47
2795,144
2796,118
2797,29
2798,29
2799,127
2800,8
2801,8
2802,113
2803,8
2804,8
2805,8
2806,29
2807,117
2808,8
2809,29
2810,139
2811,8
2812,118
2813,9
2814,8
2815,32
2816,9
2817,47
2818,127
2819,32
2820,8
2821,8
2822,144
2823,118
2824,144
2825,29
2826,8
2827,117
2828,9
2829,127
2830,8
2831,113
2832,8
2833,98
2834,139
2835,47
2836,8
2837,144
2838,127
2839,98
2840,117
2841,8
2842,118
2843,118
2844,32
2845,32
2846,8
2847,98
2848,9
2849,127
2850,9
2851,29
2852,8
2853,29
2854,196
2855,165
2856,179
2857,165
2858,162
2859,184
2860,173
2861,174
2862,176
2863,180
2864,161
2865,175
2866,184
2867,189
2868,159
2869,167
2870,162
2871,162
2872,167
2873,161
2874,178
2875,159
2876,177
2877,165
2878,189
2879,187
2880,183
2881,184
2882,183
2883,161
2884,162
2885,173
2886,159
2887,162
2888,178
2889,196
2890,180
2891,175
2892,174
2893,189
2894,179
2895,159
2896,176
2897,161
2898,180
2899,165
2900,167
2901,177
2902,187
2903,162
2904,159
2905,180
2906,176
2907,162
2908,161
2909,159
2910,177
2911,183
2912,180
2913,178
2914,167
2915,173
2916,161
2917,165
2918,159
2919,178
2920,187
2921,161
2922,187
2923,184
2924,162
2925,179
2926,183
2927,189
2928,161
2929,161
2930,196
2931,175
2932,159
2933,177
2934,196
2935,178
2936,162
2937,159
2938,173
2939,189
2940,162
2941,167
2942,184
2943,187
2944,165
2945,174
2946,176
2947,161
2948,173
2949,180
2950,159
2951,159
2952,159
2953,195
2954,159
2955,180
2956,195
2957,167
2958,195
2959,195
2960,161
2961,180
2962,195
2963,162
2964,195
2965,159
2966,183
2967,162
2968,195
2969,178
2970,176
2971,161
2972,195
2973,180
2974,195
2975,165
2976,187
2977,159
2978,184
2979,175
2980,195
2981,196
2982,167
2983,173
2984,177
2985,170
2986,189
2987,159
2988,196
2989,162
2990,161
2991,195
2992,167
2993,173
2994,162
