Id,v,longitude,latitude,rin,eevvib,eevrot,deltaebarrier,bin
4638,37,-36,0.125648,1.798785,5.036306,0.089305,-0.008345,148
4639,38,-33,0.132018,1.796599,5.070284,0.055964,-0.003178,148
4640,32,-65,0.133621,1.830284,4.695993,0.430415,-0.116625,140
4641,28,-85,0.13706,1.864751,4.302718,0.824034,-0.246723,133
4642,6,-163,0.144179,2.200871,1.116977,4.010488,-1.226383,94
4643,2,-174,0.146408,2.338528,0.384816,4.742871,-1.435139,53
4644,26,-94,0.14671,1.884306,4.078133,1.049584,-0.319072,125
4645,36,-42,0.153657,1.8036,4.987434,0.140978,-0.017201,148
4646,35,-48,0.155012,1.80932,4.927169,0.201379,-0.037054,148
4647,38,-34,0.158011,1.797206,5.070284,0.058563,-0.002008,148
4648,34,-54,0.160881,1.815859,4.857646,0.271489,-0.060367,144
4649,37,-37,0.165502,1.799406,5.036306,0.093291,-0.006039,148
4650,20,-118,0.166277,1.952301,3.315761,1.813913,-0.560168,117
4651,13,-142,0.168724,2.054255,2.285505,2.844413,-0.877825,106
4652,38,-35,0.183551,1.797836,5.070284,0.061117,-0.000963,148
4653,33,-60,0.190136,1.823177,4.780259,0.351801,-0.085078,144
4654,37,-38,0.204126,1.800054,5.036306,0.097153,-0.003948,148
4655,38,-36,0.207916,1.798491,5.070284,0.063553,-0.000118,148
4656,36,-43,0.212907,1.804282,4.987434,0.146903,-0.014311,148
4657,27,-90,0.223541,1.8749,4.192497,0.942903,-0.277649,129
4658,30,-76,0.227029,1.847414,4.50961,0.62614,-0.173609,137
4659,5,-166,0.227168,2.22957,0.938498,4.197265,-1.273111,94
4660,31,-71,0.229563,1.839033,4.605585,0.530417,-0.141594,141
4661,35,-49,0.230991,1.810072,4.927169,0.208977,-0.033177,148
4662,37,-39,0.240453,1.80073,5.036306,0.100786,-0.002185,148
4663,14,-139,0.247789,2.038221,2.441203,2.696623,-0.825818,105
4664,34,-55,0.252804,1.816687,4.857646,0.280681,-0.055522,144
4665,29,-81,0.254154,1.8564,4.408528,0.729934,-0.205401,133
4666,32,-66,0.255675,1.831256,4.695993,0.442621,-0.109914,140
4667,17,-129,0.258842,1.992956,2.891467,2.247464,-0.686858,113
4668,19,-122,0.269357,1.965791,3.177302,1.96268,-0.597439,117
4669,36,-44,0.272383,1.804984,4.987434,0.152851,-0.01152,148
4670,37,-40,0.27324,1.801441,5.036306,0.104065,-0.000885,148
4671,23,-107,0.283074,1.917267,3.712313,1.429041,-0.428247,121
4672,24,-103,0.283074,1.906192,3.837858,1.303496,-0.388278,125
4673,33,-61,0.297708,1.824085,4.780259,0.362558,-0.07929,144
4674,37,-41,0.302974,1.802185,5.036306,0.107038,-0.000013,148
4675,25,-99,0.307001,1.895671,3.959854,1.183892,-0.347868,125
4676,35,-50,0.307608,1.810844,4.927169,0.216639,-0.029343,148
4677,22,-111,0.309189,1.928922,3.583367,1.560598,-0.467588,121
4678,28,-86,0.315907,1.865999,4.302718,0.841919,-0.236524,133
4679,1,-177,0.320656,2.393373,0.194009,4.951103,-1.478222,53
4680,36,-45,0.331872,1.805708,4.987434,0.1588,-0.008851,148
4681,4,-169,0.33437,2.261698,0.757012,4.389472,-1.31888,72
4682,15,-136,0.342749,2.023038,2.594109,2.553212,-0.773501,109
4683,34,-56,0.345549,1.817535,4.857646,0.289955,-0.050698,144
4684,26,-95,0.352395,1.885687,4.078133,1.070153,-0.307231,125
4685,21,-115,0.363386,1.941181,3.451147,1.698238,-0.506137,117
4686,31,-72,0.36704,1.84009,4.605585,0.544165,-0.133981,141
4687,32,-67,0.378766,1.832246,4.695993,0.45493,-0.103205,140
4688,30,-77,0.378771,1.848539,4.50961,0.641314,-0.165114,137
4689,35,-51,0.384747,1.811637,4.927169,0.224353,-0.025561,148
4690,36,-46,0.391087,1.806454,4.987434,0.164721,-0.006325,148
4691,18,-126,0.405411,1.97999,3.03585,2.117738,-0.633525,113
4692,33,-62,0.4062,1.825012,4.780259,0.373407,-0.073515,144
4693,27,-91,0.416456,1.876223,4.192497,0.962195,-0.266617,129
4694,29,-82,0.420081,1.857595,4.408528,0.746527,-0.196042,137
4695,10,-152,0.43139,2.110936,1.801695,3.35449,-1.008037,95
4696,9,-155,0.436788,2.131542,1.634816,3.521909,-1.057356,95
4697,34,-57,0.439031,1.818403,4.857646,0.299304,-0.045904,148
4698,11,-149,0.445842,2.091668,1.965758,3.191872,-0.958094,102
4699,20,-119,0.447431,1.954076,3.315761,1.842029,-0.543751,117
4700,36,-47,0.449608,1.807224,4.987434,0.170573,-0.003979,148
4701,16,-133,0.452481,2.008632,2.744207,2.414088,-0.72097,109
4702,35,-52,0.462275,1.812449,4.927169,0.232105,-0.021844,148
4703,8,-158,0.462947,2.153691,1.465094,3.694247,-1.10598,95
4704,3,-172,0.466639,2.298459,0.572467,4.587243,-1.363628,72
4705,12,-146,0.479211,2.073576,2.127024,3.033943,-0.907599,102
4706,28,-87,0.495965,1.867268,4.302718,0.859925,-0.226318,133
4707,32,-68,0.50283,1.833256,4.695993,0.467336,-0.096506,144
4708,31,-73,0.505571,1.841165,4.605585,0.558018,-0.126372,141
4709,36,-48,0.506738,1.808022,4.987434,0.176286,-0.001881,148
4710,7,-161,0.510741,2.177653,1.292494,3.871627,-1.153843,94
4711,24,-104,0.515416,1.907715,3.837858,1.32673,-0.374852,125
4712,33,-63,0.515541,1.825959,4.780259,0.384341,-0.06776,144
4713,0,-180,0.522589,2.475828,0,5.165305,-1.520092,68
4714,25,-100,0.526679,1.897133,3.959854,1.20586,-0.335223,125
4715,23,-108,0.528025,1.918856,3.712313,1.453536,-0.414053,121
4716,13,-143,0.530526,2.05653,2.285505,2.880594,-0.856633,106
4717,30,-78,0.531623,1.849683,4.50961,0.656599,-0.156619,137
4718,34,-58,0.533149,1.81929,4.857646,0.308715,-0.041149,148
4719,35,-53,0.540023,1.813283,4.927169,0.23988,-0.018209,148
4720,26,-96,0.559343,1.887089,4.078133,1.090847,-0.295382,129
4721,36,-49,0.560774,1.808853,4.987434,0.18169,-0.000199,148
4722,19,-123,0.562935,1.967642,3.177302,1.992038,-0.580305,117
4723,22,-112,0.566704,1.930578,3.583367,1.58635,-0.452638,121
4724,17,-130,0.575779,1.994943,2.891467,2.279157,-0.668328,113
4725,6,-164,0.581039,2.203791,1.116977,4.054174,-1.200878,94
4726,29,-83,0.587153,1.85881,4.408528,0.763234,-0.186682,137
4727,14,-140,0.598772,2.040425,2.441203,2.731721,-0.805277,106
4728,27,-92,0.610593,1.877567,4.192497,0.981608,-0.25558,129
4729,35,-54,0.617796,1.814139,4.927169,0.247657,-0.014675,148
4730,2,-175,0.624838,2.342017,0.384816,4.790714,-1.407294,53
4731,33,-64,0.625649,1.826926,4.780259,0.395352,-0.062033,144
4732,34,-59,0.627796,1.820198,4.857646,0.31818,-0.036446,148
4733,32,-69,0.627801,1.834285,4.695993,0.479833,-0.089822,144
4734,21,-116,0.633412,1.942907,3.451147,1.725241,-0.490445,121
4735,31,-74,0.645097,1.842261,4.605585,0.571971,-0.118771,141
4736,5,-167,0.6747,2.232615,0.938498,4.242018,-1.247024,94
4737,28,-88,0.677185,1.868556,4.302718,0.878047,-0.216111,133
4738,15,-137,0.682875,2.025174,2.594109,2.587225,-0.753621,109
4739,30,-79,0.685525,1.850846,4.50961,0.671989,-0.148129,141
4740,35,-55,0.695329,1.815018,4.927169,0.255411,-0.011269,148
4741,18,-127,0.711362,1.981919,3.03585,2.148333,-0.615687,113
4742,34,-60,0.722837,1.821127,4.857646,0.327684,-0.031808,148
4743,20,-120,0.729923,1.955874,3.315761,1.870278,-0.527331,117
4744,33,-65,0.736427,1.827912,4.780259,0.40643,-0.056344,144
4745,25,-101,0.747602,1.898615,3.959854,1.227952,-0.322575,125
4746,24,-105,0.749031,1.90926,3.837858,1.350092,-0.361421,125
4747,32,-70,0.7536,1.835335,4.695993,0.492413,-0.083162,145
4748,29,-84,0.755314,1.860045,4.408528,0.78005,-0.177325,137
4749,26,-97,0.767502,1.888511,4.078133,1.111663,-0.283531,129
4750,35,-56,0.77228,1.815922,4.927169,0.263106,-0.008025,148
4751,23,-109,0.774267,1.920466,3.712313,1.47816,-0.399854,125
4752,16,-134,0.781704,2.010704,2.744207,2.44701,-0.701761,109
4753,31,-75,0.785554,1.843376,4.605585,0.586017,-0.111186,141
4754,4,-170,0.792575,2.264883,0.757012,4.435292,-1.292218,72
4755,27,-93,0.805897,1.878931,4.192497,1.001139,-0.244543,133
4756,1,-178,0.809848,2.397088,0.194009,5.000022,-1.449816,53
4757,34,-61,0.818126,1.822077,4.857646,0.337213,-0.027249,148
4758,22,-113,0.825514,1.932255,3.583367,1.612231,-0.437685,121
4759,10,-153,0.826804,2.113478,1.801695,3.394031,-0.984963,102
4760,11,-150,0.830529,2.094124,1.965758,3.230341,-0.935641,102
4761,30,-80,0.84042,1.85203,4.50961,0.687479,-0.139652,141
4762,9,-156,0.842907,2.134175,1.634816,3.562521,-1.03367,95
4763,33,-66,0.847773,1.82892,4.780259,0.417564,-0.050704,144
4764,35,-57,0.848135,1.816852,4.927169,0.270691,-0.004993,148
4765,12,-147,0.853144,2.075952,2.127024,3.071336,-0.885777,106
4766,19,-124,0.857841,1.969515,3.177302,2.021528,-0.56317,117
4767,28,-89,0.859517,1.869864,4.302718,0.89628,-0.205907,133
4768,8,-159,0.879744,2.156422,1.465094,3.735927,-1.081691,95
4769,32,-71,0.880146,1.836404,4.695993,0.505068,-0.076535,145
4770,13,-144,0.89367,2.05883,2.285505,2.916908,-0.835451,106
4771,17,-131,0.894054,1.996954,2.891467,2.310985,-0.649801,113
4772,21,-117,0.904737,1.944654,3.451147,1.752373,-0.474753,121
4773,34,-62,0.913477,1.82305,4.857646,0.346748,-0.022787,148
4774,35,-58,0.922006,1.817812,4.927169,0.278078,-0.002264,148
4775,29,-85,0.924509,1.8613,4.408528,0.796969,-0.167978,137
4776,31,-76,0.926865,1.844511,4.605585,0.600148,-0.103625,141
4777,3,-173,0.935524,2.301803,0.572467,4.634131,-1.336399,72
4778,7,-162,0.938204,2.18049,1.292494,3.914373,-1.128959,94
4779,14,-141,0.951092,2.042654,2.441203,2.766953,-0.784745,110
4780,33,-67,0.959571,1.829949,4.780259,0.428744,-0.045125,148
4781,25,-102,0.969729,1.900119,3.959854,1.250165,-0.309926,125
4782,26,-98,0.976828,1.889954,4.078133,1.132596,-0.271682,129
4783,24,-106,0.983871,1.910827,3.837858,1.373576,-0.34799,125
4784,35,-59,0.991392,1.818812,4.927169,0.285017,-0.000087,148
4785,30,-81,0.996246,1.853234,4.50961,0.703061,-0.131191,141
4786,27,-94,1.002323,1.880316,4.192497,1.020782,-0.233511,133
4787,32,-72,1.007346,1.837495,4.695993,0.517788,-0.069951,145
4788,34,-63,1.008668,1.824047,4.857646,0.356267,-0.018447,148
4789,20,-121,1.013713,1.957695,3.315761,1.898657,-0.510912,117
4790,18,-128,1.018633,1.983871,3.03585,2.17906,-0.597852,117
4791,6,-165,1.019156,2.206743,1.116977,4.097985,-1.175409,94
4792,23,-110,1.021754,1.922098,3.712313,1.502909,-0.385655,125
4793,0,-181,1.022587,2.479862,0,5.215305,-1.49113,68
4794,15,-138,1.024331,2.027335,2.594109,2.62137,-0.733749,109
4795,28,-90,1.042906,1.871193,4.302718,0.914619,-0.195712,137
4796,31,-77,1.068955,1.845667,4.605585,0.614357,-0.096096,145
4797,33,-68,1.071684,1.831,4.780259,0.439955,-0.03962,148
4798,22,-114,1.085581,1.933954,3.583367,1.638237,-0.422734,121
4799,29,-86,1.094678,1.862575,4.408528,0.813986,-0.158647,137
4800,34,-64,1.103413,1.825068,4.857646,0.365742,-0.014256,148
4801,2,-176,1.104417,2.345547,0.384816,4.838672,-1.379505,72
4802,16,-135,1.112248,2.0128,2.744207,2.480064,-0.682559,113
4803,5,-168,1.12346,2.235695,0.938498,4.286894,-1.220978,94
4804,32,-73,1.135101,1.838607,4.695993,0.530563,-0.063419,145
4805,30,-82,1.152927,1.854459,4.50961,0.718729,-0.122758,141
4806,19,-125,1.15404,1.971412,3.177302,2.051148,-0.54604,117
4807,21,-118,1.177327,1.946424,3.451147,1.779632,-0.459063,121
4808,33,-69,1.183959,1.832073,4.780259,0.451183,-0.034206,148
4809,26,-99,1.187273,1.891418,4.078133,1.15364,-0.259841,129
4810,25,-103,1.193009,1.901643,3.959854,1.272493,-0.297284,129
4811,34,-65,1.197322,1.826115,4.857646,0.375133,-0.010254,148
4812,27,-95,1.199815,1.881722,4.192497,1.040531,-0.222489,133
4813,31,-78,1.211739,1.846844,4.605585,0.628635,-0.088608,145
4814,17,-132,1.213633,1.998989,2.891467,2.342943,-0.63128,113
4815,11,-151,1.21652,2.096609,1.965758,3.26894,-0.913208,102
4816,24,-107,1.219897,1.912414,3.837858,1.397178,-0.334565,125
4817,10,-154,1.223513,2.116049,1.801695,3.433702,-0.961912,102
4818,28,-91,1.227293,1.872543,4.302718,0.933058,-0.185534,137
4819,12,-148,1.228384,2.078356,2.127024,3.10886,-0.863972,106
4820,9,-157,1.250308,2.136838,1.634816,3.603261,-1.01001,95
4821,4,-171,1.251976,2.268104,0.757012,4.481232,-1.265603,72
4822,13,-145,1.258126,2.061158,2.285505,2.953354,-0.814284,106
4823,32,-74,1.263291,1.83974,4.695993,0.543382,-0.056952,145
4824,29,-87,1.265753,1.863872,4.408528,0.831094,-0.14934,141
4825,23,-111,1.270442,1.923751,3.712313,1.527778,-0.371462,125
4826,34,-66,1.28983,1.827191,4.857646,0.384383,-0.006498,148
4827,33,-70,1.296206,1.83317,4.780259,0.462408,-0.028902,149
4828,8,-160,1.297811,2.159184,1.465094,3.777734,-1.057431,95
4829,20,-122,1.298761,1.959538,3.315761,1.927162,-0.494499,121
4830,1,-179,1.300149,2.400846,0.194009,5.049052,-1.421473,53
4831,14,-142,1.304717,2.044909,2.441203,2.802315,-0.764226,110
4832,30,-83,1.310391,1.855705,4.50961,0.734476,-0.114358,141
4833,18,-129,1.327183,1.985847,3.03585,2.209915,-0.580024,117
4834,22,-115,1.346862,1.935676,3.583367,1.664366,-0.407789,121
4835,31,-79,1.355121,1.848043,4.605585,0.642973,-0.08117,145
4836,7,-163,1.366917,2.183359,1.292494,3.957244,-1.104109,94
4837,15,-139,1.367083,2.029521,2.594109,2.655645,-0.713889,109
4838,34,-67,1.379954,1.8283,4.857646,0.393396,-0.003086,148
4839,32,-75,1.391791,1.840897,4.695993,0.556232,-0.050563,145
4840,27,-96,1.398316,1.883149,4.192497,1.060381,-0.211485,133
4841,26,-100,1.398784,1.892903,4.078133,1.174792,-0.248013,133
4842,3,-174,1.405571,2.305186,0.572467,4.681136,-1.309223,72
4843,33,-71,1.408194,1.834292,4.780259,0.473606,-0.023731,149
4844,28,-92,1.412616,1.873914,4.302718,0.95159,-0.175378,137
4845,25,-104,1.4174,1.90319,3.959854,1.294932,-0.284653,129
4846,29,-88,1.437667,1.86519,4.408528,0.848285,-0.140062,141
4847,16,-136,1.444078,2.014922,2.744207,2.513247,-0.663368,113
4848,21,-119,1.451134,1.948217,3.451147,1.807013,-0.443381,121
4849,19,-126,1.451493,1.973333,3.177302,2.080894,-0.528917,117
4850,24,-108,1.457058,1.914024,3.837858,1.420894,-0.321149,125
4851,6,-166,1.4585,2.20973,1.116977,4.14192,-1.149978,94
4852,34,-68,1.465131,1.829452,4.857646,0.401913,-0.000276,148
4853,30,-84,1.468552,1.856972,4.50961,0.750292,-0.106001,141
4854,31,-80,1.498996,1.849264,4.605585,0.657361,-0.073794,145
4855,33,-72,1.519636,1.835439,4.780259,0.484751,-0.018722,149
4856,23,-112,1.520286,1.925427,3.712313,1.552762,-0.35728,125
4857,32,-76,1.520449,1.842076,4.695993,0.569098,-0.044267,149
4858,0,-182,1.523641,2.483947,0,5.26541,-1.46224,68
4859,17,-133,1.534479,2.001048,2.891467,2.375027,-0.61277,113
4860,5,-169,1.573422,2.23881,0.938498,4.33189,-1.194975,94
4861,20,-123,1.585033,1.961405,3.315761,1.955789,-0.478095,121
4862,2,-177,1.585117,2.349118,0.384816,4.886742,-1.351775,72
4863,27,-97,1.597768,1.884598,4.192497,1.080326,-0.200505,133
4864,28,-93,1.59881,1.875307,4.302718,0.970209,-0.165251,137
4865,11,-152,1.603784,2.099122,1.965758,3.307666,-0.890798,106
4866,12,-149,1.6049,2.080787,2.127024,3.146512,-0.842188,106
4867,22,-116,1.609313,1.937421,3.583367,1.690611,-0.392855,125
4868,29,-89,1.610339,1.866529,4.408528,0.865552,-0.130824,141
4869,26,-101,1.611303,1.894411,4.078133,1.196044,-0.236205,133
4870,10,-155,1.621488,2.118649,1.801695,3.4735,-0.938886,102
4871,13,-146,1.623852,2.063512,2.285505,2.989926,-0.793135,110
4872,30,-85,1.627319,1.858262,4.50961,0.766169,-0.097697,145
4873,33,-73,1.630152,1.836614,4.780259,0.495802,-0.013914,149
4874,18,-130,1.636979,1.987848,3.03585,2.240895,-0.562208,117
4875,25,-105,1.642841,1.904758,3.959854,1.317476,-0.27204,129
4876,31,-81,1.643246,1.850508,4.605585,0.671786,-0.066491,145
4877,32,-77,1.649086,1.84328,4.695993,0.581962,-0.038083,149
4878,9,-158,1.658961,2.139531,1.634816,3.644126,-0.986379,102
4879,14,-143,1.659614,2.04719,2.441203,2.837805,-0.743724,110
4880,24,-109,1.695307,1.915657,3.837858,1.444719,-0.30775,125
4881,15,-140,1.711098,2.031734,2.594109,2.690047,-0.694044,114
4882,4,-172,1.712545,2.271363,0.757012,4.527289,-1.239037,72
4883,8,-161,1.717117,2.161978,1.465094,3.819664,-1.033205,95
4884,21,-120,1.726118,1.950033,3.451147,1.834512,-0.427712,121
4885,33,-74,1.739191,1.837819,4.780259,0.506706,-0.009362,149
4886,19,-127,1.750162,1.975277,3.177302,2.11076,-0.511807,117
4887,23,-113,1.771243,1.927125,3.712313,1.577858,-0.343112,125
4888,16,-137,1.777156,2.017069,2.744207,2.546555,-0.644193,113
4889,32,-78,1.777491,1.844509,4.695993,0.594802,-0.032033,149
4890,29,-90,1.783692,1.867892,4.408528,0.882888,-0.121634,141
4891,28,-94,1.785801,1.876722,4.302718,0.988908,-0.155163,137
4892,30,-86,1.786593,1.859575,4.50961,0.782096,-0.089456,145
4893,31,-82,1.787738,1.851775,4.605585,0.686235,-0.059277,145
4894,1,-180,1.791521,2.40465,0.194009,5.09819,-1.393199,68
4895,7,-164,1.796849,2.186262,1.292494,4.000238,-1.079297,94
4896,27,-98,1.798106,1.886069,4.192497,1.10036,-0.189554,137
4897,26,-102,1.824773,1.89594,4.078133,1.21739,-0.224422,133
4898,33,-75,1.845881,1.839057,4.780259,0.517375,-0.005154,149
4899,17,-134,1.856556,2.003133,2.891467,2.407235,-0.594276,117
4900,25,-106,1.869283,1.906349,3.959854,1.34012,-0.259449,129
4901,20,-124,1.87248,1.963296,3.315761,1.984534,-0.461706,121
4902,22,-117,1.872888,1.939188,3.583367,1.716968,-0.377938,125
4903,3,-175,1.876747,2.308609,0.572467,4.728254,-1.282103,72
4904,6,-167,1.899038,2.212751,1.116977,4.185973,-1.12459,94
4905,32,-79,1.905403,1.845764,4.695993,0.607594,-0.026142,149
4906,31,-83,1.932321,1.853067,4.605585,0.700693,-0.052165,145
4907,24,-110,1.93459,1.917311,3.837858,1.468648,-0.294372,129
4908,30,-87,1.946261,1.860911,4.50961,0.798063,-0.081289,145
4909,18,-131,1.947981,1.989873,3.03585,2.271995,-0.544408,117
4910,33,-76,1.948386,1.840337,4.780259,0.527626,-0.001473,149
4911,29,-91,1.95763,1.869277,4.408528,0.900282,-0.1125,141
4912,28,-95,1.973516,1.878159,4.302718,1.00768,-0.145119,141
4913,12,-150,1.982659,2.083247,2.127024,3.184288,-0.820428,106
4914,13,-147,1.990822,2.065894,2.285505,3.026623,-0.772009,110
4915,11,-153,1.992286,2.101665,1.965758,3.346517,-0.868415,106
4916,27,-99,1.999261,1.887562,4.192497,1.120475,-0.178642,137
4917,21,-121,2.002235,1.951873,3.451147,1.862123,-0.41206,121
4918,14,-144,2.015748,2.049499,2.441203,2.873418,-0.723243,110
4919,10,-156,2.020695,2.121279,1.801695,3.513421,-0.915891,102
4920,23,-114,2.023258,1.928847,3.712313,1.603059,-0.328966,125
4921,5,-170,2.024548,2.241962,0.938498,4.377003,-1.169021,94
4922,0,-183,2.025718,2.488081,0,5.315618,-1.433427,68
4923,32,-80,2.032491,1.847047,4.695993,0.620302,-0.020444,149
4924,26,-103,2.039134,1.897493,4.078133,1.238827,-0.212672,133
4925,19,-128,2.050002,1.977246,3.177302,2.140744,-0.494715,121
4926,15,-141,2.056339,2.033972,2.594109,2.724571,-0.67422,114
4927,2,-178,2.066908,2.352732,0.384816,4.934921,-1.32411,72
4928,9,-159,2.068837,2.142256,1.634816,3.685114,-0.962782,102
4929,31,-84,2.076808,1.854384,4.605585,0.715142,-0.045176,149
4930,25,-107,2.096667,1.907963,3.959854,1.362859,-0.246888,133
4931,30,-88,2.106199,1.86227,4.50961,0.814057,-0.073209,145
4932,16,-138,2.111445,2.019241,2.744207,2.579984,-0.625037,113
4933,29,-92,2.13206,1.870685,4.408528,0.917725,-0.103433,141
4934,22,-118,2.137541,1.94098,3.583367,1.743433,-0.363041,125
4935,8,-162,2.137631,2.164804,1.465094,3.861716,-1.009016,95
4936,32,-81,2.158308,1.84836,4.695993,0.632884,-0.014985,149
4937,20,-125,2.161062,1.965211,3.315761,2.013392,-0.445337,121
4938,28,-96,2.161868,1.87962,4.302718,1.026515,-0.13513,141
4939,4,-173,2.174252,2.27466,0.757012,4.57346,-1.212526,72
4940,24,-111,2.174853,1.918989,3.837858,1.492674,-0.281021,129
4941,17,-135,2.179822,2.005243,2.891467,2.439561,-0.575802,117
4942,27,-100,2.201161,1.889079,4.192497,1.140665,-0.167775,137
4943,31,-85,2.220993,1.855727,4.605585,0.72956,-0.03833,149
4944,7,-165,2.22797,2.189198,1.292494,4.04335,-1.054527,94
4945,26,-104,2.254316,1.899068,4.078133,1.260345,-0.200962,133
4946,18,-132,2.260147,1.991924,3.03585,2.303212,-0.526628,117
4947,30,-89,2.266261,1.863655,4.50961,0.830063,-0.065232,145
4948,23,-115,2.276281,1.930592,3.712313,1.628361,-0.314847,125
4949,21,-122,2.279437,1.953737,3.451147,1.889843,-0.396431,125
4950,32,-82,2.282202,1.849706,4.695993,0.645273,-0.00983,149
4951,1,-181,2.283941,2.408501,0.194009,5.147432,-1.364995,68
4952,29,-93,2.306866,1.872117,4.408528,0.935205,-0.094446,145
4953,25,-108,2.324929,1.9096,3.959854,1.385685,-0.234362,133
4954,6,-168,2.340742,2.215806,1.116977,4.230144,-1.099249,94
4955,3,-176,2.349025,2.312072,0.572467,4.775481,-1.255044,72
4956,28,-97,2.350764,1.881105,4.302718,1.045405,-0.125205,141
4957,19,-129,2.350976,1.979239,3.177302,2.170842,-0.477645,121
4958,13,-148,2.359001,2.068303,2.285505,3.063441,-0.750911,110
4959,12,-151,2.361627,2.085735,2.127024,3.222185,-0.798697,110
4960,31,-86,2.364609,1.857097,4.605585,0.743922,-0.031654,149
4961,14,-145,2.373082,2.051834,2.441203,2.909152,-0.702788,110
4962,11,-154,2.381997,2.104236,1.965758,3.385488,-0.846063,106
4963,15,-142,2.40277,2.036238,2.594109,2.759214,-0.654421,114
4964,32,-83,2.403088,1.85109,4.695993,0.657362,-0.005089,149
4965,22,-119,2.403222,1.942795,3.583367,1.770001,-0.348172,125
4966,27,-101,2.403723,1.890619,4.192497,1.160921,-0.156963,137
4967,24,-112,2.416038,1.920691,3.837858,1.516792,-0.267705,129
4968,10,-157,2.421105,2.12394,1.801695,3.553462,-0.89293,106
4969,30,-90,2.426286,1.865065,4.50961,0.846065,-0.057374,145
4970,16,-139,2.446907,2.02144,2.744207,2.61353,-0.605906,113
4971,20,-126,2.450733,1.967151,3.315761,2.042359,-0.428993,121
4972,26,-105,2.470246,1.900667,4.078133,1.281938,-0.189299,137
4973,5,-171,2.476815,2.245149,0.938498,4.422229,-1.143119,94
4974,9,-160,2.479904,2.145012,1.634816,3.726221,-0.939222,102
4975,29,-94,2.481928,1.873574,4.408528,0.952711,-0.08555,145
4976,17,-136,2.504241,2.007379,2.891467,2.472003,-0.557352,117
4977,31,-87,2.507333,1.858497,4.605585,0.758194,-0.025182,149
4978,32,-84,2.518435,1.852522,4.695993,0.668897,-0.001013,149
4979,0,-184,2.528786,2.492268,0,5.365925,-1.404693,68
4980,23,-116,2.530258,1.932361,3.712313,1.653759,-0.300761,125
4981,28,-98,2.540106,1.882613,4.302718,1.064339,-0.115354,141
4982,2,-179,2.549761,2.356389,0.384816,4.983207,-1.296512,72
4983,25,-109,2.554006,1.911261,3.959854,1.408593,-0.22188,133
4984,21,-123,2.557679,1.955625,3.451147,1.917668,-0.380831,125
4985,8,-163,2.559317,2.167662,1.465094,3.903884,-0.984869,102
4986,18,-133,2.573434,1.994,3.03585,2.33454,-0.508875,117
4987,30,-91,2.586077,1.866502,4.50961,0.862044,-0.049655,149
4988,27,-102,2.606864,1.892183,4.192497,1.181236,-0.146213,141
4989,4,-174,2.637066,2.277996,0.757012,4.619741,-1.186073,72
4990,31,-88,2.648728,1.859928,4.605585,0.772334,-0.018956,149
4991,19,-130,2.653036,1.981258,3.177302,2.201048,-0.460602,121
4992,29,-95,2.657107,1.875057,4.408528,0.970229,-0.07676,145
4993,24,-113,2.658084,1.922417,3.837858,1.540997,-0.254428,129
4994,7,-166,2.660247,2.192167,1.292494,4.086577,-1.029803,94
4995,22,-120,2.669874,1.944634,3.583367,1.796667,-0.333336,125
4996,26,-106,2.686852,1.90229,4.078133,1.303598,-0.177692,137
4997,13,-149,2.728349,2.070742,2.285505,3.100376,-0.729843,110
4998,28,-99,2.729783,1.884147,4.302718,1.083307,-0.10559,141
4999,14,-146,2.731579,2.054197,2.441203,2.945002,-0.682362,114
5000,20,-127,2.741446,1.969115,3.315761,2.07143,-0.412679,121
5001,12,-152,2.741767,2.088252,2.127024,3.260199,-0.776999,110
5002,30,-92,2.74541,1.867967,4.50961,0.877978,-0.042098,149
5003,15,-143,2.750355,2.03853,2.594109,2.793973,-0.63465,114
5004,11,-155,2.772878,2.106838,1.965758,3.424576,-0.823747,106
5005,1,-182,2.77737,2.412398,0.194009,5.196775,-1.336867,68
5006,16,-140,2.783501,2.023666,2.744207,2.64719,-0.586804,118
5007,6,-169,2.78358,2.218897,1.116977,4.274428,-1.073959,94
5008,25,-110,2.783825,1.912946,3.959854,1.431575,-0.209448,133
5009,23,-117,2.785131,1.934154,3.712313,1.679246,-0.286713,129
5010,31,-89,2.788181,1.861393,4.605585,0.786279,-0.01304,149
5011,27,-103,2.810489,1.893772,4.192497,1.201598,-0.135536,141
5012,3,-177,2.822375,2.315576,0.572467,4.822816,-1.22805,72
5013,10,-158,2.82268,2.126631,1.801695,3.593619,-0.870007,106
5014,17,-137,2.829768,2.009541,2.891467,2.504556,-0.538932,117
5015,29,-96,2.832245,1.876566,4.408528,0.987743,-0.068092,145
5016,21,-124,2.836906,1.957538,3.451147,1.94559,-0.365264,125
5017,18,-134,2.887802,1.996101,3.03585,2.365977,-0.491151,121
5018,9,-161,2.892126,2.1478,1.634816,3.767443,-0.915704,102
5019,24,-114,2.900926,1.924167,3.837858,1.565281,-0.2412,133
5020,30,-93,2.904001,1.86946,4.50961,0.893837,-0.034732,149
5021,26,-107,2.904047,1.903938,4.078133,1.325318,-0.16615,137
5022,28,-100,2.919672,1.885706,4.302718,1.102296,-0.095924,145
5023,31,-90,2.924723,1.862896,4.605585,0.799933,-0.00753,149
5024,5,-172,2.930189,2.248375,0.938498,4.467567,-1.117273,90
5025,22,-121,2.937449,1.946498,3.583367,1.823424,-0.318539,125
