"J","v","rIn","rOut","DeltaR","E","DeltaEDiss","ERot","EVib","g","dVIn","dVOut","rMin","VMin","rMax","VMax","Tau","Egam"
89,19,1.91604e+00,3.39806e+00,2.82802e+00,-8.48261e-01,-1.14033e+00,1.08748e+00,3.17730e+00,1.79000e+02,0.00000e+00,0.00000e+00,2.34509e+00,-3.81340e+00,4.54429e+00,2.92070e-01,1.39187e+03,1.00000e-300
24,27,1.82348e+00,3.63207e+00,2.98719e+00,-8.47184e-01,-8.53913e-01,7.33649e-02,4.19250e+00,9.80000e+01,0.00000e+00,0.00000e+00,2.28659e+00,-5.10388e+00,7.63602e+00,6.72877e-03,1.54441e+03,1.00000e-300
65,23,1.86704e+00,3.51429e+00,2.90347e+00,-8.45393e-01,-9.75489e-01,5.55340e-01,3.71231e+00,1.31000e+02,0.00000e+00,0.00000e+00,2.31512e+00,-4.45310e+00,4.73905e+00,1.30096e-01,1.45935e+03,1.00000e-300
49,25,1.84471e+00,3.57299e+00,2.94434e+00,-8.44515e-01,-9.00852e-01,3.08677e-01,3.95985e+00,9.90000e+01,0.00000e+00,0.00000e+00,2.30075e+00,-4.77559e+00,4.94652e+00,5.63379e-02,1.49965e+03,1.00000e-300
78,21,1.89087e+00,3.45649e+00,2.86511e+00,-8.44330e-01,-1.05427e+00,8.17570e-01,3.45115e+00,3.14000e+02,0.00000e+00,0.00000e+00,2.33004e+00,-4.12913e+00,4.62579e+00,2.09942e-01,1.42416e+03,1.00000e-300
146,5,2.17565e+00,2.94084e+00,2.60464e+00,-8.42318e-01,-1.79848e+00,3.33223e+00,9.38498e-01,5.86000e+02,0.00000e+00,0.00000e+00,2.46624e+00,-1.63874e+00,4.19972e+00,9.56163e-01,1.24473e+03,1.00000e-300
39,26,1.83418e+00,3.60324e+00,2.96621e+00,-8.41252e-01,-8.67510e-01,1.93661e-01,4.07813e+00,7.90000e+01,0.00000e+00,0.00000e+00,2.29390e+00,-4.93302e+00,6.19058e+00,2.62579e-02,1.52266e+03,1.00000e-300
25,27,1.82380e+00,3.63327e+00,2.98829e+00,-8.41098e-01,-8.48641e-01,7.94513e-02,4.19250e+00,5.10000e+01,0.00000e+00,0.00000e+00,2.28696e+00,-5.09495e+00,7.50949e+00,7.54300e-03,1.54633e+03,1.00000e-300
72,22,1.87898e+00,3.48600e+00,2.88461e+00,-8.40799e-01,-1.01162e+00,6.88880e-01,3.58337e+00,2.90000e+02,0.00000e+00,0.00000e+00,2.32278e+00,-4.28540e+00,4.67505e+00,1.70820e-01,1.44217e+03,1.00000e-300
104,16,1.95812e+00,3.31166e+00,2.77714e+00,-8.39096e-01,-1.26579e+00,1.52974e+00,2.74421e+00,4.18000e+02,0.00000e+00,0.00000e+00,2.36948e+00,-3.32448e+00,4.44486e+00,4.26691e-01,1.35250e+03,1.00000e-300
84,20,1.90362e+00,3.42836e+00,2.84727e+00,-8.39079e-01,-1.09212e+00,9.58206e-01,3.31576e+00,3.38000e+02,0.00000e+00,0.00000e+00,2.33796e+00,-3.96153e+00,4.58018e+00,2.53044e-01,1.40905e+03,1.00000e-300
58,24,1.85606e+00,3.54471e+00,2.92465e+00,-8.38166e-01,-9.32717e-01,4.37023e-01,3.83786e+00,2.34000e+02,0.00000e+00,0.00000e+00,2.30830e+00,-4.60473e+00,4.81422e+00,9.45509e-02,1.48063e+03,1.00000e-300
121,12,2.02224e+00,3.19034e+00,2.71236e+00,-8.36162e-01,-1.44886e+00,2.14986e+00,2.12702e+00,2.43000e+02,0.00000e+00,0.00000e+00,2.40311e+00,-2.69453e+00,4.34182e+00,6.12701e-01,1.30734e+03,1.00000e-300
117,13,2.00517e+00,3.22156e+00,2.72829e+00,-8.35885e-01,-1.40150e+00,1.99166e+00,2.28551e+00,2.35000e+02,0.00000e+00,0.00000e+00,2.39458e+00,-2.84962e+00,4.36541e+00,5.65613e-01,1.31794e+03,1.00000e-300
26,27,1.82413e+00,3.63451e+00,2.98944e+00,-8.34773e-01,-8.43191e-01,8.57765e-02,4.19250e+00,1.06000e+02,0.00000e+00,0.00000e+00,2.28736e+00,-5.08567e+00,7.39044e+00,8.41791e-03,1.54833e+03,1.00000e-300
136,8,2.10091e+00,3.05732e+00,2.65077e+00,-8.32986e-01,-1.64131e+00,2.81497e+00,1.46509e+00,5.46000e+02,0.00000e+00,0.00000e+00,2.43882e+00,-2.07801e+00,4.25575e+00,8.08321e-01,1.27023e+03,1.00000e-300
125,11,2.04043e+00,3.15889e+00,2.69703e+00,-8.32285e-01,-1.49418e+00,2.31500e+00,1.96576e+00,2.51000e+02,0.00000e+00,0.00000e+00,2.41204e+00,-2.53540e+00,4.31854e+00,6.61893e-01,1.29786e+03,1.00000e-300
50,25,1.84536e+00,3.57523e+00,2.94636e+00,-8.32116e-01,-8.92284e-01,3.21076e-01,3.95985e+00,2.02000e+02,0.00000e+00,0.00000e+00,2.30152e+00,-4.75796e+00,4.92813e+00,6.01676e-02,1.50310e+03,1.00000e-300
113,14,1.98909e+00,3.25272e+00,2.74488e+00,-8.31559e-01,-1.35215e+00,1.84028e+00,2.44120e+00,2.27000e+02,0.00000e+00,0.00000e+00,2.38644e+00,-3.00056e+00,4.38936e+00,5.20595e-01,1.32975e+03,1.00000e-300
40,26,1.83470e+00,3.60510e+00,2.96790e+00,-8.31428e-01,-8.59666e-01,2.03485e-01,4.07813e+00,1.62000e+02,0.00000e+00,0.00000e+00,2.29451e+00,-4.91883e+00,6.09026e+00,2.82382e-02,1.52558e+03,1.00000e-300
66,23,1.86790e+00,3.51707e+00,2.90594e+00,-8.28739e-01,-9.64333e-01,5.71994e-01,3.71231e+00,2.66000e+02,0.00000e+00,0.00000e+00,2.31616e+00,-4.43012e+00,4.72936e+00,1.35594e-01,1.46346e+03,1.00000e-300
143,6,2.14912e+00,2.98289e+00,2.62084e+00,-8.28722e-01,-1.73902e+00,3.16735e+00,1.11698e+00,2.87000e+02,0.00000e+00,0.00000e+00,2.45769e+00,-1.77273e+00,4.21646e+00,9.10298e-01,1.25429e+03,1.00000e-300
27,27,1.82447e+00,3.63581e+00,2.99063e+00,-8.28209e-01,-8.37564e-01,9.23405e-02,4.19250e+00,5.50000e+01,0.00000e+00,0.00000e+00,2.28777e+00,-5.07604e+00,7.27811e+00,9.35533e-03,1.55042e+03,1.00000e-300
95,18,1.93054e+00,3.37209e+00,2.81297e+00,-8.26515e-01,-1.16923e+00,1.25068e+00,3.03585e+00,1.91000e+02,0.00000e+00,0.00000e+00,2.35429e+00,-3.62571e+00,4.50324e+00,3.42715e-01,1.38161e+03,1.00000e-300
162,0,2.41255e+00,2.63866e+00,2.52977e+00,-8.26299e-01,-2.04990e+00,4.28675e+00,0.00000e+00,6.50000e+02,0.00000e+00,0.00000e+00,2.51720e+00,-8.95083e-01,4.11078e+00,1.22360e+00,1.21047e+03,1.00000e-300
159,1,2.33432e+00,2.73065e+00,2.54522e+00,-8.26273e-01,-1.99673e+00,4.09276e+00,1.94009e-01,3.19000e+02,0.00000e+00,0.00000e+00,2.50692e+00,-1.03799e+00,4.12746e+00,1.17045e+00,1.21754e+03,1.00000e-300
90,19,1.91727e+00,3.40146e+00,2.83094e+00,-8.24828e-01,-1.12505e+00,1.11092e+00,3.17730e+00,3.62000e+02,0.00000e+00,0.00000e+00,2.34657e+00,-3.78286e+00,4.53731e+00,3.00220e-01,1.39656e+03,1.00000e-300
129,10,2.05984e+00,3.12705e+00,2.68224e+00,-8.24157e-01,-1.53738e+00,2.48719e+00,1.80170e+00,2.59000e+02,0.00000e+00,0.00000e+00,2.42139e+00,-2.37237e+00,4.29552e+00,7.13225e-01,1.28942e+03,1.00000e-300
79,21,1.89193e+00,3.45964e+00,2.86786e+00,-8.24074e-01,-1.04092e+00,8.37826e-01,3.45115e+00,1.59000e+02,0.00000e+00,0.00000e+00,2.33131e+00,-4.10198e+00,4.61796e+00,2.16846e-01,1.42864e+03,1.00000e-300
156,2,2.28277e+00,2.79623e+00,2.56073e+00,-8.23623e-01,-1.94233e+00,3.90461e+00,3.84816e-01,6.26000e+02,0.00000e+00,0.00000e+00,2.49698e+00,-1.17937e+00,4.14413e+00,1.11871e+00,1.22498e+03,1.00000e-300
59,24,1.85683e+00,3.54728e+00,2.92695e+00,-8.23415e-01,-9.22731e-01,4.51773e-01,3.83786e+00,1.19000e+02,0.00000e+00,0.00000e+00,2.30922e+00,-4.58407e+00,4.80253e+00,9.93155e-02,1.48451e+03,1.00000e-300
109,15,1.97392e+00,3.28393e+00,2.76218e+00,-8.23293e-01,-1.30090e+00,1.69564e+00,2.59411e+00,2.19000e+02,0.00000e+00,0.00000e+00,2.37868e+00,-3.14726e+00,4.41373e+00,4.77611e-01,1.34287e+03,1.00000e-300
73,22,1.87994e+00,3.48899e+00,2.88724e+00,-8.22236e-01,-9.99304e-01,7.07444e-01,3.58337e+00,1.47000e+02,0.00000e+00,0.00000e+00,2.32394e+00,-4.26016e+00,4.66653e+00,1.77068e-01,1.44651e+03,1.00000e-300
100,17,1.94463e+00,3.34342e+00,2.79610e+00,-8.22023e-01,-1.21019e+00,1.39956e+00,2.89147e+00,4.02000e+02,0.00000e+00,0.00000e+00,2.36252e+00,-3.46123e+00,4.47039e+00,3.88164e-01,1.36861e+03,1.00000e-300
28,27,1.82483e+00,3.63716e+00,2.99187e+00,-8.21407e-01,-8.31764e-01,9.91420e-02,4.19250e+00,1.14000e+02,0.00000e+00,0.00000e+00,2.28819e+00,-5.06605e+00,7.17178e+00,1.03571e-02,1.55260e+03,1.00000e-300
41,26,1.83523e+00,3.60701e+00,2.96964e+00,-8.21369e-01,-8.51710e-01,2.13545e-01,4.07813e+00,8.30000e+01,0.00000e+00,0.00000e+00,2.29514e+00,-4.90429e+00,5.97144e+00,3.03417e-02,1.52858e+03,1.00000e-300
51,25,1.84602e+00,3.57752e+00,2.94843e+00,-8.19487e-01,-8.83589e-01,3.33705e-01,3.95985e+00,1.03000e+02,0.00000e+00,0.00000e+00,2.30231e+00,-4.73999e+00,4.91105e+00,6.41022e-02,1.50664e+03,1.00000e-300
153,3,2.24216e+00,2.85117e+00,2.57635e+00,-8.18413e-01,-1.88677e+00,3.72217e+00,5.72467e-01,3.07000e+02,0.00000e+00,0.00000e+00,2.48739e+00,-1.31915e+00,4.16079e+00,1.06836e+00,1.23286e+03,1.00000e-300
85,20,1.90477e+00,3.43166e+00,2.85013e+00,-8.17128e-01,-1.07775e+00,9.80158e-01,3.31576e+00,1.71000e+02,0.00000e+00,0.00000e+00,2.33935e+00,-3.93251e+00,4.57286e+00,2.60621e-01,1.41368e+03,1.00000e-300
29,27,1.82520e+00,3.63856e+00,2.99317e+00,-8.14369e-01,-8.25794e-01,1.06181e-01,4.19250e+00,5.90000e+01,0.00000e+00,0.00000e+00,2.28864e+00,-5.05571e+00,7.07073e+00,1.14250e-02,1.55486e+03,1.00000e-300
140,7,2.12508e+00,3.02290e+00,2.63733e+00,-8.12851e-01,-1.67859e+00,3.00770e+00,1.29249e+00,5.62000e+02,0.00000e+00,0.00000e+00,2.44942e+00,-1.90486e+00,4.23325e+00,8.65737e-01,1.26452e+03,1.00000e-300
67,23,1.86878e+00,3.51991e+00,2.90846e+00,-8.11861e-01,-9.53059e-01,5.88872e-01,3.71231e+00,1.35000e+02,0.00000e+00,0.00000e+00,2.31722e+00,-4.40681e+00,4.71987e+00,1.41198e-01,1.46766e+03,1.00000e-300
133,9,2.08065e+00,3.09462e+00,2.66796e+00,-8.11685e-01,-1.57842e+00,2.66655e+00,1.63482e+00,2.67000e+02,0.00000e+00,0.00000e+00,2.43118e+00,-2.20554e+00,4.27272e+00,7.66736e-01,1.28198e+03,1.00000e-300
105,16,1.95959e+00,3.31534e+00,2.78026e+00,-8.11201e-01,-1.24783e+00,1.55764e+00,2.74421e+00,2.11000e+02,0.00000e+00,0.00000e+00,2.37128e+00,-3.28959e+00,4.43857e+00,4.36628e-01,1.35742e+03,1.00000e-300
42,26,1.83577e+00,3.60896e+00,2.97143e+00,-8.11076e-01,-8.43677e-01,2.23838e-01,4.07813e+00,1.70000e+02,0.00000e+00,0.00000e+00,2.29579e+00,-4.88941e+00,5.78880e+00,3.26018e-02,1.53168e+03,1.00000e-300
150,4,2.20795e+00,2.90003e+00,2.59211e+00,-8.10713e-01,-1.83009e+00,3.54532e+00,7.57012e-01,6.02000e+02,0.00000e+00,0.00000e+00,2.47812e+00,-1.45727e+00,4.17746e+00,1.01938e+00,1.24122e+03,1.00000e-300
0,28,1.81532e+00,3.67004e+00,3.01705e+00,-8.10328e-01,-8.10328e-01,0.00000e+00,4.30272e+00,2.00000e+00,0.00000e+00,0.00000e+00,2.28205e+00,-5.21122e+00,4.62857e+01,0.00000e+00,1.58216e+03,1.00000e-300
1,28,1.81533e+00,3.67009e+00,3.01709e+00,-8.10088e-01,-8.10090e-01,2.40000e-04,4.30272e+00,3.00000e+00,0.00000e+00,0.00000e+00,2.28206e+00,-5.21086e+00,2.70335e+01,1.93249e-06,1.58225e+03,1.00000e-300
2,28,1.81535e+00,3.67019e+00,3.01719e+00,-8.09608e-01,-8.09617e-01,7.20000e-04,4.30272e+00,1.00000e+01,0.00000e+00,0.00000e+00,2.28210e+00,-5.21014e+00,2.11626e+01,8.80127e-06,1.58241e+03,1.00000e-300
3,28,1.81539e+00,3.67034e+00,3.01733e+00,-8.08888e-01,-8.08912e-01,1.44000e-03,4.30272e+00,7.00000e+00,0.00000e+00,0.00000e+00,2.28214e+00,-5.20906e+00,1.80607e+01,2.37837e-05,1.58266e+03,1.00000e-300
60,24,1.85762e+00,3.54990e+00,2.92930e+00,-8.08438e-01,-9.12622e-01,4.66751e-01,3.83786e+00,2.42000e+02,0.00000e+00,0.00000e+00,2.31016e+00,-4.56307e+00,4.79120e+00,1.04184e-01,1.48848e+03,1.00000e-300
4,28,1.81544e+00,3.67054e+00,3.01751e+00,-8.07928e-01,-8.07978e-01,2.40000e-03,4.30272e+00,1.80000e+01,0.00000e+00,0.00000e+00,2.28220e+00,-5.20763e+00,1.60724e+01,4.98280e-05,1.58300e+03,1.00000e-300
30,27,1.82559e+00,3.64001e+00,2.99451e+00,-8.07093e-01,-8.19654e-01,1.13457e-01,4.19250e+00,1.22000e+02,0.00000e+00,0.00000e+00,2.28909e+00,-5.04502e+00,6.97427e+00,1.25611e-02,1.55722e+03,1.00000e-300
5,28,1.81551e+00,3.67080e+00,3.01775e+00,-8.06729e-01,-8.06819e-01,3.59950e-03,4.30272e+00,1.10000e+01,0.00000e+00,0.00000e+00,2.28228e+00,-5.20584e+00,1.46606e+01,8.97528e-05,1.58342e+03,1.00000e-300
52,25,1.84670e+00,3.57987e+00,2.95056e+00,-8.06627e-01,-8.74768e-01,3.46566e-01,3.95985e+00,2.10000e+02,0.00000e+00,0.00000e+00,2.30312e+00,-4.72168e+00,4.89505e+00,6.81409e-02,1.51027e+03,1.00000e-300
6,28,1.81558e+00,3.67110e+00,3.01803e+00,-8.05289e-01,-8.05436e-01,5.03900e-03,4.30272e+00,2.60000e+01,0.00000e+00,0.00000e+00,2.28237e+00,-5.20369e+00,1.35920e+01,1.46268e-04,1.58392e+03,1.00000e-300
118,13,2.00688e+00,3.22544e+00,2.73153e+00,-8.03934e-01,-1.38112e+00,2.02361e+00,2.28551e+00,4.74000e+02,0.00000e+00,0.00000e+00,2.39668e+00,-2.81123e+00,4.35948e+00,5.77190e-01,1.32298e+03,1.00000e-300
7,28,1.81567e+00,3.67145e+00,3.01836e+00,-8.03611e-01,-8.03832e-01,6.71790e-03,4.30272e+00,1.50000e+01,0.00000e+00,0.00000e+00,2.28247e+00,-5.20118e+00,1.27469e+01,2.21993e-04,1.58451e+03,1.00000e-300
80,21,1.89300e+00,3.46284e+00,2.87066e+00,-8.03600e-01,-1.02746e+00,8.58300e-01,3.45115e+00,3.22000e+02,0.00000e+00,0.00000e+00,2.33261e+00,-4.07451e+00,4.61023e+00,2.23862e-01,1.43323e+03,1.00000e-300
74,22,1.88093e+00,3.49204e+00,2.88993e+00,-8.03451e-01,-9.86875e-01,7.26228e-01,3.58337e+00,2.98000e+02,0.00000e+00,0.00000e+00,2.32512e+00,-4.23459e+00,4.65815e+00,1.83424e-01,1.45096e+03,1.00000e-300
122,12,2.02404e+00,3.19425e+00,2.71563e+00,-8.02923e-01,-1.42772e+00,2.18310e+00,2.12702e+00,4.90000e+02,0.00000e+00,0.00000e+00,2.40530e+00,-2.65512e+00,4.33597e+00,6.24800e-01,1.31241e+03,1.00000e-300
8,28,1.81577e+00,3.67185e+00,3.01874e+00,-8.01692e-01,-8.02012e-01,8.63630e-03,4.30272e+00,3.40000e+01,0.00000e+00,0.00000e+00,2.28259e+00,-5.19831e+00,1.20566e+01,3.19465e-04,1.58518e+03,1.00000e-300
96,18,1.93186e+00,3.37563e+00,2.81600e+00,-8.01385e-01,-1.15295e+00,1.27581e+00,3.03585e+00,3.86000e+02,0.00000e+00,0.00000e+00,2.35590e+00,-3.59340e+00,4.49658e+00,3.51567e-01,1.38646e+03,1.00000e-300
91,19,1.91851e+00,3.40491e+00,2.83391e+00,-8.01181e-01,-1.10967e+00,1.13456e+00,3.17730e+00,1.83000e+02,0.00000e+00,0.00000e+00,2.34808e+00,-3.75203e+00,4.53038e+00,3.08485e-01,1.40135e+03,1.00000e-300
114,14,1.99073e+00,3.25654e+00,2.74809e+00,-8.00894e-01,-1.33255e+00,1.87095e+00,2.44120e+00,4.58000e+02,0.00000e+00,0.00000e+00,2.38844e+00,-2.96322e+00,4.38334e+00,5.31657e-01,1.33477e+03,1.00000e-300
147,5,2.17810e+00,2.94490e+00,2.60807e+00,-8.00588e-01,-1.77233e+00,3.37396e+00,9.38498e-01,2.95000e+02,0.00000e+00,0.00000e+00,2.46916e+00,-1.59367e+00,4.19415e+00,9.71745e-01,1.25013e+03,1.00000e-300
43,26,1.83632e+00,3.61098e+00,2.97328e+00,-8.00550e-01,-8.36198e-01,2.34364e-01,4.07813e+00,8.70000e+01,0.00000e+00,0.00000e+00,2.29645e+00,-4.87418e+00,5.12452e+00,3.56482e-02,1.53488e+03,1.00000e-300
31,27,1.82599e+00,3.64152e+00,2.99590e+00,-7.99581e-01,-8.13349e-01,1.20968e-01,4.19250e+00,6.30000e+01,0.00000e+00,0.00000e+00,2.28956e+00,-5.03397e+00,6.88172e+00,1.37672e-02,1.55967e+03,1.00000e-300
9,28,1.81589e+00,3.67231e+00,3.01916e+00,-7.99535e-01,-7.99976e-01,1.07939e-02,4.30272e+00,1.90000e+01,0.00000e+00,0.00000e+00,2.28273e+00,-5.19509e+00,1.14788e+01,4.41158e-04,1.58594e+03,1.00000e-300
126,11,2.04231e+00,3.16285e+00,2.70032e+00,-7.97758e-01,-1.47228e+00,2.34953e+00,1.96576e+00,5.06000e+02,0.00000e+00,0.00000e+00,2.41434e+00,-2.49501e+00,4.31276e+00,6.74524e-01,1.30298e+03,1.00000e-300
10,28,1.81602e+00,3.67281e+00,3.01963e+00,-7.97138e-01,-7.97728e-01,1.31904e-02,4.30272e+00,4.20000e+01,0.00000e+00,0.00000e+00,2.28288e+00,-5.19151e+00,1.09858e+01,5.89486e-04,1.58678e+03,1.00000e-300
101,17,1.94603e+00,3.34707e+00,2.79920e+00,-7.95408e-01,-1.19302e+00,1.42617e+00,2.89147e+00,2.03000e+02,0.00000e+00,0.00000e+00,2.36423e+00,-3.42747e+00,4.46395e+00,3.97614e-01,1.37354e+03,1.00000e-300
86,20,1.90593e+00,3.43501e+00,2.85304e+00,-7.94961e-01,-1.06327e+00,1.00232e+00,3.31576e+00,3.46000e+02,0.00000e+00,0.00000e+00,2.34076e+00,-3.90319e+00,4.56562e+00,2.68312e-01,1.41842e+03,1.00000e-300
137,8,2.10306e+00,3.06136e+00,2.65415e+00,-7.94779e-01,-1.61724e+00,2.85317e+00,1.46509e+00,2.75000e+02,0.00000e+00,0.00000e+00,2.44142e+00,-2.03505e+00,4.25011e+00,8.22463e-01,1.27547e+03,1.00000e-300
68,23,1.86968e+00,3.52280e+00,2.91103e+00,-7.94759e-01,-9.41668e-01,6.05974e-01,3.71231e+00,2.74000e+02,0.00000e+00,0.00000e+00,2.31829e+00,-4.38318e+00,4.71057e+00,1.46908e-01,1.47197e+03,1.00000e-300
11,28,1.81616e+00,3.67337e+00,3.02015e+00,-7.94503e-01,-7.95269e-01,1.58259e-02,4.30272e+00,2.30000e+01,0.00000e+00,0.00000e+00,2.28305e+00,-5.18757e+00,1.05583e+01,7.66813e-04,1.58771e+03,1.00000e-300
110,15,1.97548e+00,3.28771e+00,2.76537e+00,-7.93911e-01,-1.28208e+00,1.72503e+00,2.59411e+00,4.42000e+02,0.00000e+00,0.00000e+00,2.38058e+00,-3.11099e+00,4.40760e+00,4.88168e-01,1.34788e+03,1.00000e-300
53,25,1.84739e+00,3.58228e+00,2.95274e+00,-7.93537e-01,-8.65821e-01,3.59655e-01,3.95985e+00,1.07000e+02,0.00000e+00,0.00000e+00,2.30394e+00,-4.70303e+00,4.87995e+00,7.22836e-02,1.51401e+03,1.00000e-300
61,24,1.85841e+00,3.55258e+00,2.93171e+00,-7.93233e-01,-9.02390e-01,4.81955e-01,3.83786e+00,1.23000e+02,0.00000e+00,0.00000e+00,2.31112e+00,-4.54174e+00,4.78021e+00,1.09157e-01,1.49256e+03,1.00000e-300
32,27,1.82640e+00,3.64308e+00,2.99734e+00,-7.91834e-01,-8.06880e-01,1.28715e-01,4.19250e+00,1.30000e+02,0.00000e+00,0.00000e+00,2.29005e+00,-5.02258e+00,6.79242e+00,1.50455e-02,1.56221e+03,1.00000e-300
12,28,1.81631e+00,3.67397e+00,3.02072e+00,-7.91628e-01,-7.92604e-01,1.87002e-02,4.30272e+00,5.00000e+01,0.00000e+00,0.00000e+00,2.28323e+00,-5.18327e+00,1.01829e+01,9.75461e-04,1.58873e+03,1.00000e-300
44,26,1.83689e+00,3.61305e+00,2.97517e+00,-7.89792e-01,-8.28599e-01,2.45121e-01,4.07813e+00,1.78000e+02,0.00000e+00,0.00000e+00,2.29712e+00,-4.85861e+00,5.07770e+00,3.88071e-02,1.53817e+03,1.00000e-300
13,28,1.81648e+00,3.67463e+00,3.02133e+00,-7.88516e-01,-7.89733e-01,2.18126e-02,4.30272e+00,2.70000e+01,0.00000e+00,0.00000e+00,2.28342e+00,-5.17861e+00,9.84948e+00,1.21772e-03,1.58983e+03,1.00000e-300
130,10,2.06181e+00,3.13105e+00,2.68558e+00,-7.88342e-01,-1.51474e+00,2.52301e+00,1.80170e+00,5.22000e+02,0.00000e+00,0.00000e+00,2.42380e+00,-2.33101e+00,4.28980e+00,7.26397e-01,1.29461e+03,1.00000e-300
144,6,2.15146e+00,2.98697e+00,2.62427e+00,-7.88111e-01,-1.71355e+00,3.20796e+00,1.11698e+00,5.78000e+02,0.00000e+00,0.00000e+00,2.46051e+00,-1.72827e+00,4.21087e+00,9.25440e-01,1.25965e+03,1.00000e-300
14,28,1.81666e+00,3.67534e+00,3.02199e+00,-7.85165e-01,-7.86661e-01,2.51632e-02,4.30272e+00,5.80000e+01,0.00000e+00,0.00000e+00,2.28363e+00,-5.17360e+00,9.55062e+00,1.49584e-03,1.59102e+03,1.00000e-300
75,22,1.88192e+00,3.49515e+00,2.89267e+00,-7.84446e-01,-9.74335e-01,7.45233e-01,3.58337e+00,1.51000e+02,0.00000e+00,0.00000e+00,2.32633e+00,-4.20870e+00,4.64989e+00,1.89889e-01,1.45551e+03,1.00000e-300
33,27,1.82682e+00,3.64469e+00,2.99883e+00,-7.83852e-01,-8.00251e-01,1.36697e-01,4.19250e+00,6.70000e+01,0.00000e+00,0.00000e+00,2.29055e+00,-5.01084e+00,6.70567e+00,1.63984e-02,1.56485e+03,1.00000e-300
106,16,1.96108e+00,3.31908e+00,2.78343e+00,-7.83101e-01,-1.22979e+00,1.58574e+00,2.74421e+00,4.26000e+02,0.00000e+00,0.00000e+00,2.37309e+00,-3.25442e+00,4.43231e+00,4.46688e-01,1.36243e+03,1.00000e-300
81,21,1.89408e+00,3.46610e+00,2.87351e+00,-7.82908e-01,-1.01390e+00,8.78991e-01,3.45115e+00,1.63000e+02,0.00000e+00,0.00000e+00,2.33392e+00,-4.04673e+00,4.60259e+00,2.30989e-01,1.43792e+03,1.00000e-300
15,28,1.81685e+00,3.67610e+00,3.02271e+00,-7.81577e-01,-7.83389e-01,2.87515e-02,4.30272e+00,3.10000e+01,0.00000e+00,0.00000e+00,2.28386e+00,-5.16823e+00,9.28054e+00,1.81206e-03,1.59230e+03,1.00000e-300
54,25,1.84809e+00,3.58474e+00,2.95497e+00,-7.80220e-01,-8.56750e-01,3.72972e-01,3.95985e+00,2.18000e+02,0.00000e+00,0.00000e+00,2.30478e+00,-4.68404e+00,4.86562e+00,7.65299e-02,1.51786e+03,1.00000e-300
160,1,2.33735e+00,2.73460e+00,2.54875e+00,-7.79833e-01,-1.96784e+00,4.13920e+00,1.94009e-01,6.42000e+02,0.00000e+00,0.00000e+00,2.51030e+00,-9.90520e-01,4.12190e+00,1.18801e+00,1.22334e+03,1.00000e-300
45,26,1.83747e+00,3.61517e+00,2.97711e+00,-7.78803e-01,-8.20892e-01,2.56110e-01,4.07813e+00,9.10000e+01,0.00000e+00,0.00000e+00,2.29782e+00,-4.84269e+00,5.04251e+00,4.20894e-02,1.54157e+03,1.00000e-300
163,0,2.41584e+00,2.64245e+00,2.53332e+00,-7.78701e-01,-2.02034e+00,4.33434e+00,0.00000e+00,3.27000e+02,0.00000e+00,0.00000e+00,2.52071e+00,-8.47120e-01,4.10520e+00,1.24164e+00,1.21640e+03,1.00000e-300
157,2,2.28563e+00,2.80025e+00,2.56425e+00,-7.78329e-01,-1.91413e+00,3.94990e+00,3.84816e-01,3.15000e+02,0.00000e+00,0.00000e+00,2.50026e+00,-1.13242e+00,4.13858e+00,1.13580e+00,1.23068e+03,1.00000e-300
62,24,1.85923e+00,3.55532e+00,2.93417e+00,-7.77804e-01,-8.92038e-01,4.97385e-01,3.83786e+00,2.50000e+02,0.00000e+00,0.00000e+00,2.31209e+00,-4.52007e+00,4.76952e+00,1.14234e-01,1.49674e+03,1.00000e-300
16,28,1.81705e+00,3.67692e+00,3.02347e+00,-7.77751e-01,-7.79920e-01,3.25772e-02,4.30272e+00,6.60000e+01,0.00000e+00,0.00000e+00,2.28410e+00,-5.16250e+00,9.03477e+00,2.16858e-03,1.59367e+03,1.00000e-300
69,23,1.87059e+00,3.52575e+00,2.91366e+00,-7.77435e-01,-9.30160e-01,6.23299e-01,3.71231e+00,1.39000e+02,0.00000e+00,0.00000e+00,2.31939e+00,-4.35922e+00,4.70145e+00,1.52726e-01,1.47639e+03,1.00000e-300
92,19,1.91976e+00,3.40841e+00,2.83694e+00,-7.77322e-01,-1.09419e+00,1.15842e+00,3.17730e+00,3.70000e+02,0.00000e+00,0.00000e+00,2.34960e+00,-3.72089e+00,4.52352e+00,3.16867e-01,1.40624e+03,1.00000e-300
97,18,1.93320e+00,3.37924e+00,2.81909e+00,-7.76045e-01,-1.13658e+00,1.30115e+00,3.03585e+00,1.95000e+02,0.00000e+00,0.00000e+00,2.35752e+00,-3.56079e+00,4.48997e+00,3.60537e-01,1.39142e+03,1.00000e-300
34,27,1.82726e+00,3.64635e+00,3.00037e+00,-7.75637e-01,-7.93465e-01,1.44912e-01,4.19250e+00,1.38000e+02,0.00000e+00,0.00000e+00,2.29107e+00,-4.99874e+00,6.62078e+00,1.78284e-02,1.56758e+03,1.00000e-300
134,9,2.08272e+00,3.09867e+00,2.67134e+00,-7.74581e-01,-1.55504e+00,2.70365e+00,1.63482e+00,5.38000e+02,0.00000e+00,0.00000e+00,2.43370e+00,-2.16326e+00,4.26705e+00,7.80458e-01,1.28723e+03,1.00000e-300
