"J","v","rIn","rOut","DeltaR","E","DeltaEDiss","ERot","EVib","g","dVIn","dVOut","rMin","VMin","rMax","VMax","Tau","Egam"
101,6,2.07070e+00,2.84938e+00,2.50850e+00,-2.34695e+00,-2.74456e+00,1.64912e+00,1.11698e+00,2.03000e+02,0.00000e+00,0.00000e+00,2.36423e+00,-3.42747e+00,4.46395e+00,3.97614e-01,1.09066e+03,1.00000e-300
56,13,1.93274e+00,3.06514e+00,2.59849e+00,-2.34607e+00,-2.43140e+00,4.81474e-01,2.28551e+00,2.26000e+02,0.00000e+00,0.00000e+00,2.30651e+00,-4.64506e+00,4.83889e+00,8.53332e-02,1.13274e+03,1.00000e-300
12,16,1.88725e+00,3.14417e+00,2.63738e+00,-2.34592e+00,-2.34690e+00,2.29161e-02,2.74421e+00,5.00000e+01,0.00000e+00,0.00000e+00,2.28323e+00,-5.18327e+00,1.01829e+01,9.75461e-04,1.15227e+03,1.00000e-300
106,5,2.09693e+00,2.81233e+00,2.49575e+00,-2.34375e+00,-2.79044e+00,1.83080e+00,9.38498e-01,4.26000e+02,0.00000e+00,0.00000e+00,2.37309e+00,-3.25442e+00,4.43231e+00,4.46688e-01,1.08506e+03,1.00000e-300
34,15,1.90195e+00,3.11871e+00,2.62462e+00,-2.34258e+00,-2.36041e+00,1.76361e-01,2.59411e+00,1.38000e+02,0.00000e+00,0.00000e+00,2.29107e+00,-4.99874e+00,6.62078e+00,1.78284e-02,1.14595e+03,1.00000e-300
96,7,2.04704e+00,2.88475e+00,2.52169e+00,-2.34256e+00,-2.69413e+00,1.47799e+00,1.29249e+00,3.86000e+02,0.00000e+00,0.00000e+00,2.35590e+00,-3.59340e+00,4.49658e+00,3.51567e-01,1.09692e+03,1.00000e-300
13,16,1.88742e+00,3.14454e+00,2.63768e+00,-2.34211e+00,-2.34333e+00,2.67325e-02,2.74421e+00,2.70000e+01,0.00000e+00,0.00000e+00,2.28342e+00,-5.17861e+00,9.84948e+00,1.21772e-03,1.15266e+03,1.00000e-300
72,11,1.96684e+00,3.00954e+00,2.57316e+00,-2.34085e+00,-2.51167e+00,8.06434e-01,1.96576e+00,2.90000e+02,0.00000e+00,0.00000e+00,2.32278e+00,-4.28540e+00,4.67505e+00,1.70820e-01,1.12088e+03,1.00000e-300
14,16,1.88759e+00,3.14493e+00,2.63801e+00,-2.33800e+00,-2.33949e+00,3.08414e-02,2.74421e+00,5.80000e+01,0.00000e+00,0.00000e+00,2.28363e+00,-5.17360e+00,9.55062e+00,1.49584e-03,1.15309e+03,1.00000e-300
85,9,2.00461e+00,2.95004e+00,2.54774e+00,-2.33754e+00,-2.59816e+00,1.14069e+00,1.63482e+00,1.71000e+02,0.00000e+00,0.00000e+00,2.33935e+00,-3.93251e+00,4.57286e+00,2.60621e-01,1.10918e+03,1.00000e-300
47,14,1.91744e+00,3.09312e+00,2.61226e+00,-2.33461e+00,-2.38361e+00,3.37231e-01,2.44120e+00,9.50000e+01,0.00000e+00,0.00000e+00,2.29925e+00,-4.80983e+00,4.98866e+00,4.89962e-02,1.14023e+03,1.00000e-300
15,16,1.88778e+00,3.14535e+00,2.63835e+00,-2.33360e+00,-2.33541e+00,3.52429e-02,2.74421e+00,3.10000e+01,0.00000e+00,0.00000e+00,2.28386e+00,-5.16823e+00,9.28054e+00,1.81206e-03,1.15354e+03,1.00000e-300
128,0,2.32030e+00,2.53278e+00,2.43027e+00,-2.33360e+00,-3.03378e+00,2.77945e+00,0.00000e+00,5.14000e+02,0.00000e+00,0.00000e+00,2.41901e+00,-2.41349e+00,4.30125e+00,7.00190e-01,1.05534e+03,1.00000e-300
79,10,1.98544e+00,2.98081e+00,2.56085e+00,-2.33357e+00,-2.55041e+00,9.77785e-01,1.80170e+00,1.59000e+02,0.00000e+00,0.00000e+00,2.33131e+00,-4.10198e+00,4.61796e+00,2.16846e-01,1.11552e+03,1.00000e-300
65,12,1.94981e+00,3.03862e+00,2.58654e+00,-2.33354e+00,-2.46364e+00,6.52481e-01,2.12702e+00,1.31000e+02,0.00000e+00,0.00000e+00,2.31512e+00,-4.45310e+00,4.73905e+00,1.30096e-01,1.12771e+03,1.00000e-300
111,4,2.12643e+00,2.77287e+00,2.48342e+00,-2.33286e+00,-2.83171e+00,2.02318e+00,7.57012e-01,2.23000e+02,0.00000e+00,0.00000e+00,2.38251e+00,-3.07445e+00,4.40149e+00,4.98851e-01,1.08010e+03,1.00000e-300
35,15,1.90239e+00,3.11968e+00,2.62542e+00,-2.33226e+00,-2.35160e+00,1.86681e-01,2.59411e+00,7.10000e+01,0.00000e+00,0.00000e+00,2.29161e+00,-4.98629e+00,6.53699e+00,1.93384e-02,1.14699e+03,1.00000e-300
124,1,2.24701e+00,2.61796e+00,2.44381e+00,-2.33197e+00,-2.98137e+00,2.58706e+00,1.94009e-01,4.98000e+02,0.00000e+00,0.00000e+00,2.40977e+00,-2.57556e+00,4.32433e+00,6.49396e-01,1.06186e+03,1.00000e-300
91,8,2.02552e+00,2.91890e+00,2.53536e+00,-2.33070e+00,-2.63918e+00,1.31725e+00,1.46509e+00,1.83000e+02,0.00000e+00,0.00000e+00,2.34808e+00,-3.75203e+00,4.53038e+00,3.08485e-01,1.10388e+03,1.00000e-300
57,13,1.93348e+00,3.06667e+00,2.59975e+00,-2.32910e+00,-2.41899e+00,4.98439e-01,2.28551e+00,1.15000e+02,0.00000e+00,0.00000e+00,2.30740e+00,-4.62506e+00,4.82633e+00,8.98902e-02,1.13439e+03,1.00000e-300
16,16,1.88797e+00,3.14580e+00,2.63872e+00,-2.32890e+00,-2.33107e+00,3.99366e-02,2.74421e+00,6.60000e+01,0.00000e+00,0.00000e+00,2.28410e+00,-5.16250e+00,9.03477e+00,2.16858e-03,1.15403e+03,1.00000e-300
120,2,2.19852e+00,2.67881e+00,2.45754e+00,-2.32547e+00,-2.92621e+00,2.40275e+00,3.84816e-01,4.82000e+02,0.00000e+00,0.00000e+00,2.40094e+00,-2.73368e+00,4.34769e+00,6.00733e-01,1.06864e+03,1.00000e-300
17,16,1.88819e+00,3.14628e+00,2.63912e+00,-2.32392e+00,-2.32648e+00,4.49222e-02,2.74421e+00,3.50000e+01,0.00000e+00,0.00000e+00,2.28436e+00,-5.15642e+00,8.80977e+00,2.56759e-03,1.15455e+03,1.00000e-300
36,15,1.90284e+00,3.12067e+00,2.62624e+00,-2.32165e+00,-2.34258e+00,1.97289e-01,2.59411e+00,1.46000e+02,0.00000e+00,0.00000e+00,2.29216e+00,-4.97350e+00,6.45341e+00,2.09317e-02,1.14807e+03,1.00000e-300
48,14,1.91805e+00,3.09443e+00,2.61334e+00,-2.32040e+00,-2.37301e+00,3.51443e-01,2.44120e+00,1.94000e+02,0.00000e+00,0.00000e+00,2.29999e+00,-4.79288e+00,4.96654e+00,5.26137e-02,1.14165e+03,1.00000e-300
73,11,1.96781e+00,3.01145e+00,2.57474e+00,-2.31893e+00,-2.49600e+00,8.28355e-01,1.96576e+00,1.47000e+02,0.00000e+00,0.00000e+00,2.32394e+00,-4.26016e+00,4.66653e+00,1.77068e-01,1.12296e+03,1.00000e-300
18,16,1.88841e+00,3.14678e+00,2.63954e+00,-2.31864e+00,-2.32165e+00,5.01996e-02,2.74421e+00,7.40000e+01,0.00000e+00,0.00000e+00,2.28463e+00,-5.14998e+00,8.60273e+00,3.01127e-03,1.15509e+03,1.00000e-300
102,6,2.07216e+00,2.85183e+00,2.51057e+00,-2.31559e+00,-2.72278e+00,1.68048e+00,1.11698e+00,4.10000e+02,0.00000e+00,0.00000e+00,2.36596e+00,-3.39342e+00,4.45755e+00,4.07185e-01,1.09347e+03,1.00000e-300
116,3,2.16028e+00,2.72990e+00,2.47147e+00,-2.31417e+00,-2.86833e+00,2.22641e+00,5.72467e-01,4.66000e+02,0.00000e+00,0.00000e+00,2.39251e+00,-2.88775e+00,4.37137e+00,5.54166e-01,1.07573e+03,1.00000e-300
66,12,1.95068e+00,3.04037e+00,2.58799e+00,-2.31382e+00,-2.44941e+00,6.72202e-01,2.12702e+00,2.66000e+02,0.00000e+00,0.00000e+00,2.31616e+00,-4.43012e+00,4.72936e+00,1.35594e-01,1.12961e+03,1.00000e-300
19,16,1.88865e+00,3.14732e+00,2.63998e+00,-2.31307e+00,-2.31657e+00,5.57684e-02,2.74421e+00,3.90000e+01,0.00000e+00,0.00000e+00,2.28492e+00,-5.14318e+00,8.41137e+00,3.50174e-03,1.15567e+03,1.00000e-300
97,7,2.04841e+00,2.88712e+00,2.52368e+00,-2.31289e+00,-2.67342e+00,1.50767e+00,1.29249e+00,1.95000e+02,0.00000e+00,0.00000e+00,2.35752e+00,-3.56079e+00,4.48997e+00,3.60537e-01,1.09961e+03,1.00000e-300
58,13,1.93422e+00,3.06823e+00,2.60104e+00,-2.31186e+00,-2.40641e+00,5.15686e-01,2.28551e+00,2.34000e+02,0.00000e+00,0.00000e+00,2.30830e+00,-4.60473e+00,4.81422e+00,9.45509e-02,1.13609e+03,1.00000e-300
86,9,2.00578e+00,2.95221e+00,2.54955e+00,-2.31148e+00,-2.57980e+00,1.16675e+00,1.63482e+00,3.46000e+02,0.00000e+00,0.00000e+00,2.34076e+00,-3.90319e+00,4.56562e+00,2.68312e-01,1.11159e+03,1.00000e-300
37,15,1.90331e+00,3.12170e+00,2.62709e+00,-2.31075e+00,-2.33336e+00,2.08185e-01,2.59411e+00,7.50000e+01,0.00000e+00,0.00000e+00,2.29272e+00,-4.96035e+00,6.36893e+00,2.26125e-02,1.14918e+03,1.00000e-300
107,5,2.09850e+00,2.81484e+00,2.49789e+00,-2.31070e+00,-2.76757e+00,1.86384e+00,9.38498e-01,2.15000e+02,0.00000e+00,0.00000e+00,2.37493e+00,-3.21897e+00,4.42608e+00,4.56871e-01,1.08800e+03,1.00000e-300
80,10,1.98652e+00,2.98286e+00,2.56255e+00,-2.30944e+00,-2.53330e+00,1.00191e+00,1.80170e+00,3.22000e+02,0.00000e+00,0.00000e+00,2.33261e+00,-4.07451e+00,4.61023e+00,2.23862e-01,1.11778e+03,1.00000e-300
20,16,1.88890e+00,3.14788e+00,2.64044e+00,-2.30721e+00,-2.31125e+00,6.16284e-02,2.74421e+00,8.20000e+01,0.00000e+00,0.00000e+00,2.28522e+00,-5.13603e+00,8.23388e+00,4.04114e-03,1.15628e+03,1.00000e-300
49,14,1.91867e+00,3.09576e+00,2.61445e+00,-2.30591e+00,-2.36224e+00,3.65939e-01,2.44120e+00,9.90000e+01,0.00000e+00,0.00000e+00,2.30075e+00,-4.77559e+00,4.94652e+00,5.63379e-02,1.14310e+03,1.00000e-300
92,8,2.02679e+00,2.92119e+00,2.53727e+00,-2.30270e+00,-2.61957e+00,1.34525e+00,1.46509e+00,3.70000e+02,0.00000e+00,0.00000e+00,2.34960e+00,-3.72089e+00,4.52352e+00,3.16867e-01,1.10645e+03,1.00000e-300
21,16,1.88916e+00,3.14847e+00,2.64093e+00,-2.30106e+00,-2.30569e+00,6.77790e-02,2.74421e+00,4.30000e+01,0.00000e+00,0.00000e+00,2.28554e+00,-5.12853e+00,8.06876e+00,4.63153e-03,1.15692e+03,1.00000e-300
38,15,1.90379e+00,3.12275e+00,2.62796e+00,-2.29957e+00,-2.32395e+00,2.19369e-01,2.59411e+00,1.54000e+02,0.00000e+00,0.00000e+00,2.29330e+00,-4.94686e+00,6.28209e+00,2.43857e-02,1.15033e+03,1.00000e-300
112,4,2.12811e+00,2.77545e+00,2.48563e+00,-2.29812e+00,-2.80778e+00,2.05792e+00,7.57012e-01,4.50000e+02,0.00000e+00,0.00000e+00,2.38447e+00,-3.03764e+00,4.39541e+00,5.09659e-01,1.08316e+03,1.00000e-300
74,11,1.96879e+00,3.01338e+00,2.57634e+00,-2.29674e+00,-2.48016e+00,8.50550e-01,1.96576e+00,2.98000e+02,0.00000e+00,0.00000e+00,2.32512e+00,-4.23459e+00,4.65815e+00,1.83424e-01,1.12508e+03,1.00000e-300
22,16,1.88943e+00,3.14909e+00,2.64144e+00,-2.29462e+00,-2.29989e+00,7.42204e-02,2.74421e+00,9.00000e+01,0.00000e+00,0.00000e+00,2.28587e+00,-5.12066e+00,7.91476e+00,5.27495e-03,1.15760e+03,1.00000e-300
59,13,1.93499e+00,3.06982e+00,2.60235e+00,-2.29433e+00,-2.39364e+00,5.33212e-01,2.28551e+00,1.19000e+02,0.00000e+00,0.00000e+00,2.30922e+00,-4.58407e+00,4.80253e+00,9.93155e-02,1.13782e+03,1.00000e-300
67,12,1.95155e+00,3.04215e+00,2.58946e+00,-2.29382e+00,-2.43502e+00,6.92199e-01,2.12702e+00,1.35000e+02,0.00000e+00,0.00000e+00,2.31722e+00,-4.40681e+00,4.71987e+00,1.41198e-01,1.13156e+03,1.00000e-300
129,0,2.32254e+00,2.53534e+00,2.43268e+00,-2.29277e+00,-3.00599e+00,2.82028e+00,0.00000e+00,2.59000e+02,0.00000e+00,0.00000e+00,2.42139e+00,-2.37237e+00,4.29552e+00,7.13225e-01,1.05885e+03,1.00000e-300
125,1,2.24906e+00,2.62059e+00,2.44618e+00,-2.29262e+00,-2.95451e+00,2.62642e+00,1.94009e-01,2.51000e+02,0.00000e+00,0.00000e+00,2.41204e+00,-2.53540e+00,4.31854e+00,6.61893e-01,1.06526e+03,1.00000e-300
50,14,1.91931e+00,3.09713e+00,2.61558e+00,-2.29113e+00,-2.35129e+00,3.80719e-01,2.44120e+00,2.02000e+02,0.00000e+00,0.00000e+00,2.30152e+00,-4.75796e+00,4.92813e+00,6.01676e-02,1.14459e+03,1.00000e-300
39,15,1.90428e+00,3.12383e+00,2.62885e+00,-2.28810e+00,-2.31435e+00,2.30840e-01,2.59411e+00,7.90000e+01,0.00000e+00,0.00000e+00,2.29390e+00,-4.93302e+00,6.19058e+00,2.62579e-02,1.15150e+03,1.00000e-300
23,16,1.88972e+00,3.14974e+00,2.64198e+00,-2.28789e+00,-2.29386e+00,8.09520e-02,2.74421e+00,4.70000e+01,0.00000e+00,0.00000e+00,2.28622e+00,-5.11245e+00,7.77083e+00,5.97339e-03,1.15830e+03,1.00000e-300
121,2,2.20043e+00,2.68145e+00,2.45987e+00,-2.28758e+00,-2.90029e+00,2.44064e+00,3.84816e-01,2.43000e+02,0.00000e+00,0.00000e+00,2.40311e+00,-2.69453e+00,4.34182e+00,6.12701e-01,1.07194e+03,1.00000e-300
87,9,2.00697e+00,2.95442e+00,2.55138e+00,-2.28516e+00,-2.56128e+00,1.19307e+00,1.63482e+00,1.75000e+02,0.00000e+00,0.00000e+00,2.34218e+00,-3.87356e+00,4.55844e+00,2.76117e-01,1.11404e+03,1.00000e-300
81,10,1.98761e+00,2.98495e+00,2.56428e+00,-2.28505e+00,-2.51604e+00,1.02630e+00,1.80170e+00,1.63000e+02,0.00000e+00,0.00000e+00,2.33392e+00,-4.04673e+00,4.60259e+00,2.30989e-01,1.12009e+03,1.00000e-300
103,6,2.07364e+00,2.85430e+00,2.51266e+00,-2.28398e+00,-2.70085e+00,1.71209e+00,1.11698e+00,2.07000e+02,0.00000e+00,0.00000e+00,2.36771e+00,-3.35909e+00,4.45119e+00,4.16877e-01,1.09632e+03,1.00000e-300
98,7,2.04979e+00,2.88951e+00,2.52569e+00,-2.28295e+00,-2.65258e+00,1.53760e+00,1.29249e+00,3.94000e+02,0.00000e+00,0.00000e+00,2.35917e+00,-3.52789e+00,4.48340e+00,3.69626e-01,1.10233e+03,1.00000e-300
24,16,1.89002e+00,3.15042e+00,2.64254e+00,-2.28087e+00,-2.28760e+00,8.79734e-02,2.74421e+00,9.80000e+01,0.00000e+00,0.00000e+00,2.28659e+00,-5.10388e+00,7.63602e+00,6.72877e-03,1.15904e+03,1.00000e-300
117,3,2.16208e+00,2.73253e+00,2.47376e+00,-2.27773e+00,-2.84334e+00,2.26285e+00,5.72467e-01,2.35000e+02,0.00000e+00,0.00000e+00,2.39458e+00,-2.84962e+00,4.36541e+00,5.65613e-01,1.07894e+03,1.00000e-300
108,5,2.10008e+00,2.81739e+00,2.50006e+00,-2.27740e+00,-2.74458e+00,1.89714e+00,9.38498e-01,4.34000e+02,0.00000e+00,0.00000e+00,2.37679e+00,-3.18325e+00,4.41989e+00,4.67179e-01,1.09097e+03,1.00000e-300
60,13,1.93576e+00,3.07143e+00,2.60369e+00,-2.27652e+00,-2.38071e+00,5.51019e-01,2.28551e+00,2.42000e+02,0.00000e+00,0.00000e+00,2.31016e+00,-4.56307e+00,4.79120e+00,1.04184e-01,1.13958e+03,1.00000e-300
40,15,1.90478e+00,3.12494e+00,2.62977e+00,-2.27634e+00,-2.30458e+00,2.42597e-01,2.59411e+00,1.62000e+02,0.00000e+00,0.00000e+00,2.29451e+00,-4.91883e+00,6.09026e+00,2.82382e-02,1.15271e+03,1.00000e-300
51,14,1.91996e+00,3.09853e+00,2.61673e+00,-2.27606e+00,-2.34016e+00,3.95781e-01,2.44120e+00,1.03000e+02,0.00000e+00,0.00000e+00,2.30231e+00,-4.73999e+00,4.91105e+00,6.41022e-02,1.14611e+03,1.00000e-300
93,8,2.02808e+00,2.92351e+00,2.53921e+00,-2.27444e+00,-2.59981e+00,1.37351e+00,1.46509e+00,1.87000e+02,0.00000e+00,0.00000e+00,2.35114e+00,-3.68946e+00,4.51671e+00,3.25366e-01,1.10906e+03,1.00000e-300
75,11,1.96978e+00,3.01534e+00,2.57796e+00,-2.27427e+00,-2.46416e+00,8.73018e-01,1.96576e+00,1.51000e+02,0.00000e+00,0.00000e+00,2.32633e+00,-4.20870e+00,4.64989e+00,1.89889e-01,1.12723e+03,1.00000e-300
25,16,1.89033e+00,3.15112e+00,2.64312e+00,-2.27355e+00,-2.28110e+00,9.52845e-02,2.74421e+00,5.10000e+01,0.00000e+00,0.00000e+00,2.28696e+00,-5.09495e+00,7.50949e+00,7.54300e-03,1.15981e+03,1.00000e-300
68,12,1.95244e+00,3.04395e+00,2.59095e+00,-2.27355e+00,-2.42046e+00,7.12473e-01,2.12702e+00,2.74000e+02,0.00000e+00,0.00000e+00,2.31829e+00,-4.38318e+00,4.71057e+00,1.46908e-01,1.13353e+03,1.00000e-300
26,16,1.89066e+00,3.15186e+00,2.64373e+00,-2.26595e+00,-2.27437e+00,1.02884e-01,2.74421e+00,1.06000e+02,0.00000e+00,0.00000e+00,2.28736e+00,-5.08567e+00,7.39044e+00,8.41791e-03,1.16061e+03,1.00000e-300
41,15,1.90530e+00,3.12609e+00,2.63071e+00,-2.26430e+00,-2.29464e+00,2.54640e-01,2.59411e+00,8.30000e+01,0.00000e+00,0.00000e+00,2.29514e+00,-4.90429e+00,5.97144e+00,3.03417e-02,1.15396e+03,1.00000e-300
113,4,2.12981e+00,2.77806e+00,2.48787e+00,-2.26313e+00,-2.78372e+00,2.09291e+00,7.57012e-01,2.27000e+02,0.00000e+00,0.00000e+00,2.38644e+00,-3.00056e+00,4.38936e+00,5.20595e-01,1.08627e+03,1.00000e-300
52,14,1.92063e+00,3.09996e+00,2.61791e+00,-2.26072e+00,-2.32886e+00,4.11126e-01,2.44120e+00,2.10000e+02,0.00000e+00,0.00000e+00,2.30312e+00,-4.72168e+00,4.89505e+00,6.81409e-02,1.14766e+03,1.00000e-300
82,10,1.98871e+00,2.98706e+00,2.56604e+00,-2.26038e+00,-2.49861e+00,1.05097e+00,1.80170e+00,3.30000e+02,0.00000e+00,0.00000e+00,2.33525e+00,-4.01864e+00,4.59504e+00,2.38229e-01,1.12243e+03,1.00000e-300
88,9,2.00818e+00,2.95665e+00,2.55324e+00,-2.25857e+00,-2.54260e+00,1.21966e+00,1.63482e+00,3.54000e+02,0.00000e+00,0.00000e+00,2.34363e+00,-3.84363e+00,4.55133e+00,2.84036e-01,1.11653e+03,1.00000e-300
61,13,1.93655e+00,3.07308e+00,2.60505e+00,-2.25844e+00,-2.36759e+00,5.69104e-01,2.28551e+00,1.23000e+02,0.00000e+00,0.00000e+00,2.31112e+00,-4.54174e+00,4.78021e+00,1.09157e-01,1.14139e+03,1.00000e-300
27,16,1.89099e+00,3.15262e+00,2.64436e+00,-2.25807e+00,-2.26742e+00,1.10773e-01,2.74421e+00,5.50000e+01,0.00000e+00,0.00000e+00,2.28777e+00,-5.07604e+00,7.27811e+00,9.35533e-03,1.16144e+03,1.00000e-300
126,1,2.25114e+00,2.62324e+00,2.44858e+00,-2.25303e+00,-2.92755e+00,2.66601e+00,1.94009e-01,5.06000e+02,0.00000e+00,0.00000e+00,2.41434e+00,-2.49501e+00,4.31276e+00,6.74524e-01,1.06872e+03,1.00000e-300
69,12,1.95335e+00,3.04579e+00,2.59247e+00,-2.25300e+00,-2.40573e+00,7.33021e-01,2.12702e+00,1.39000e+02,0.00000e+00,0.00000e+00,2.31939e+00,-4.35922e+00,4.70145e+00,1.52726e-01,1.13555e+03,1.00000e-300
99,7,2.05119e+00,2.89195e+00,2.52773e+00,-2.25276e+00,-2.63160e+00,1.56779e+00,1.29249e+00,1.99000e+02,0.00000e+00,0.00000e+00,2.36083e+00,-3.49470e+00,4.47688e+00,3.78835e-01,1.10510e+03,1.00000e-300
104,6,2.07514e+00,2.85681e+00,2.51477e+00,-2.25211e+00,-2.67880e+00,1.74396e+00,1.11698e+00,4.18000e+02,0.00000e+00,0.00000e+00,2.36948e+00,-3.32448e+00,4.44486e+00,4.26691e-01,1.09921e+03,1.00000e-300
42,15,1.90583e+00,3.12726e+00,2.63168e+00,-2.25197e+00,-2.28457e+00,2.66968e-01,2.59411e+00,1.70000e+02,0.00000e+00,0.00000e+00,2.29579e+00,-4.88941e+00,5.78880e+00,3.26018e-02,1.15523e+03,1.00000e-300
130,0,2.32480e+00,2.53793e+00,2.43512e+00,-2.25170e+00,-2.97810e+00,2.86135e+00,0.00000e+00,5.22000e+02,0.00000e+00,0.00000e+00,2.42380e+00,-2.33101e+00,4.28980e+00,7.26397e-01,1.06241e+03,1.00000e-300
76,11,1.97080e+00,3.01733e+00,2.57962e+00,-2.25153e+00,-2.44799e+00,8.95757e-01,1.96576e+00,3.06000e+02,0.00000e+00,0.00000e+00,2.32755e+00,-4.18249e+00,4.64175e+00,1.96463e-01,1.12943e+03,1.00000e-300
28,16,1.89134e+00,3.15341e+00,2.64502e+00,-2.24989e+00,-2.26025e+00,1.18951e-01,2.74421e+00,1.14000e+02,0.00000e+00,0.00000e+00,2.28819e+00,-5.06605e+00,7.17178e+00,1.03571e-02,1.16231e+03,1.00000e-300
122,2,2.20237e+00,2.68412e+00,2.46223e+00,-2.24945e+00,-2.87425e+00,2.47878e+00,3.84816e-01,4.90000e+02,0.00000e+00,0.00000e+00,2.40530e+00,-2.65512e+00,4.33597e+00,6.24800e-01,1.07530e+03,1.00000e-300
94,8,2.02939e+00,2.92586e+00,2.54117e+00,-2.24592e+00,-2.57991e+00,1.40203e+00,1.46509e+00,3.78000e+02,0.00000e+00,0.00000e+00,2.35271e+00,-3.65773e+00,4.50995e+00,3.33981e-01,1.11170e+03,1.00000e-300
53,14,1.92131e+00,3.10141e+00,2.61911e+00,-2.24509e+00,-2.31738e+00,4.26752e-01,2.44120e+00,1.07000e+02,0.00000e+00,0.00000e+00,2.30394e+00,-4.70303e+00,4.87995e+00,7.22836e-02,1.14926e+03,1.00000e-300
109,5,2.10169e+00,2.81996e+00,2.50225e+00,-2.24385e+00,-2.72146e+00,1.93069e+00,9.38498e-01,2.19000e+02,0.00000e+00,0.00000e+00,2.37868e+00,-3.14726e+00,4.41373e+00,4.77611e-01,1.09399e+03,1.00000e-300
29,16,1.89171e+00,3.15424e+00,2.64570e+00,-2.24142e+00,-2.25285e+00,1.27416e-01,2.74421e+00,5.90000e+01,0.00000e+00,0.00000e+00,2.28864e+00,-5.05571e+00,7.07073e+00,1.14250e-02,1.16320e+03,1.00000e-300
118,3,2.16390e+00,2.73520e+00,2.47607e+00,-2.24105e+00,-2.81824e+00,2.29953e+00,5.72467e-01,4.74000e+02,0.00000e+00,0.00000e+00,2.39668e+00,-2.81123e+00,4.35948e+00,5.77190e-01,1.08219e+03,1.00000e-300
62,13,1.93736e+00,3.07476e+00,2.60644e+00,-2.24008e+00,-2.35431e+00,5.87466e-01,2.28551e+00,2.50000e+02,0.00000e+00,0.00000e+00,2.31209e+00,-4.52007e+00,4.76952e+00,1.14234e-01,1.14322e+03,1.00000e-300
43,15,1.90638e+00,3.12846e+00,2.63267e+00,-2.23936e+00,-2.27501e+00,2.79580e-01,2.59411e+00,8.70000e+01,0.00000e+00,0.00000e+00,2.29645e+00,-4.87418e+00,5.12452e+00,3.56482e-02,1.15655e+03,1.00000e-300
83,10,1.98983e+00,2.98921e+00,2.56782e+00,-2.23545e+00,-2.48103e+00,1.07590e+00,1.80170e+00,1.67000e+02,0.00000e+00,0.00000e+00,2.33660e+00,-3.99024e+00,4.58757e+00,2.45580e-01,1.12481e+03,1.00000e-300
30,16,1.89208e+00,3.15509e+00,2.64640e+00,-2.23267e+00,-2.24523e+00,1.36168e-01,2.74421e+00,1.22000e+02,0.00000e+00,0.00000e+00,2.28909e+00,-5.04502e+00,6.97427e+00,1.25611e-02,1.16413e+03,1.00000e-300
70,12,1.95427e+00,3.04766e+00,2.59402e+00,-2.23218e+00,-2.39083e+00,7.53844e-01,2.12702e+00,2.82000e+02,0.00000e+00,0.00000e+00,2.32050e+00,-4.33494e+00,4.69250e+00,1.58650e-01,1.13760e+03,1.00000e-300
89,9,2.00940e+00,2.95892e+00,2.55513e+00,-2.23171e+00,-2.52378e+00,1.24652e+00,1.63482e+00,1.79000e+02,0.00000e+00,0.00000e+00,2.34509e+00,-3.81340e+00,4.54429e+00,2.92070e-01,1.11907e+03,1.00000e-300
54,14,1.92200e+00,3.10290e+00,2.62034e+00,-2.22918e+00,-2.30571e+00,4.42659e-01,2.44120e+00,2.18000e+02,0.00000e+00,0.00000e+00,2.30478e+00,-4.68404e+00,4.86562e+00,7.65299e-02,1.15088e+03,1.00000e-300
77,11,1.97182e+00,3.01936e+00,2.58129e+00,-2.22852e+00,-2.43167e+00,9.18767e-01,1.96576e+00,1.55000e+02,0.00000e+00,0.00000e+00,2.32878e+00,-4.15597e+00,4.63372e+00,2.03147e-01,1.13166e+03,1.00000e-300
114,4,2.13152e+00,2.78070e+00,2.49014e+00,-2.22790e+00,-2.75955e+00,2.12814e+00,7.57012e-01,4.58000e+02,0.00000e+00,0.00000e+00,2.38844e+00,-2.96322e+00,4.38334e+00,5.31657e-01,1.08943e+03,1.00000e-300
44,15,1.90694e+00,3.12969e+00,2.63369e+00,-2.22646e+00,-2.26527e+00,2.92476e-01,2.59411e+00,1.78000e+02,0.00000e+00,0.00000e+00,2.29712e+00,-4.85861e+00,5.07770e+00,3.88071e-02,1.15789e+03,1.00000e-300
31,16,1.89247e+00,3.15597e+00,2.64713e+00,-2.22363e+00,-2.23740e+00,1.45208e-01,2.74421e+00,6.30000e+01,0.00000e+00,0.00000e+00,2.28956e+00,-5.03397e+00,6.88172e+00,1.37672e-02,1.16510e+03,1.00000e-300
100,7,2.05261e+00,2.89441e+00,2.52980e+00,-2.22231e+00,-2.61048e+00,1.59824e+00,1.29249e+00,4.02000e+02,0.00000e+00,0.00000e+00,2.36252e+00,-3.46123e+00,4.47039e+00,3.88164e-01,1.10791e+03,1.00000e-300
0,17,1.87851e+00,3.18171e+00,2.66060e+00,-2.22158e+00,-2.22158e+00,0.00000e+00,2.89147e+00,2.00000e+00,0.00000e+00,0.00000e+00,2.28205e+00,-5.21122e+00,4.62857e+01,0.00000e+00,1.17243e+03,1.00000e-300
63,13,1.93817e+00,3.07647e+00,2.60785e+00,-2.22144e+00,-2.34085e+00,6.06106e-01,2.28551e+00,1.27000e+02,0.00000e+00,0.00000e+00,2.31308e+00,-4.49808e+00,4.75912e+00,1.19416e-01,1.14510e+03,1.00000e-300
